,Route0,Route1,Route2,Route3,Route4,Route5
0,25,9,109,29,721,107
1,403,375,51,13,104,54
2,638,75,38,27,86,136
3,607,128,50,59,52,104
4,548,133,43,46,57,173
5,330,121,36,42,79,392
6,510,199,60,35,58,138
7,113,102,51,40,72,622
8,552,294,27,24,31,72
9,461,155,20,30,78,256
10,223,109,50,44,74,500
11,577,218,59,29,42,75
12,140,95,39,27,82,617
13,578,260,19,16,44,83
14,457,199,28,20,82,214
15,270,140,53,44,75,418
16,424,198,81,31,66,200
17,219,135,64,36,76,470
18,523,201,79,32,55,110
19,177,92,44,27,97,563
20,575,253,24,11,45,92
21,317,166,18,16,91,392
22,411,171,87,34,62,235
23,250,116,65,32,89,448
24,460,203,75,29,67,166
25,259,123,67,34,90,427
26,424,199,95,32,64,186
27,264,112,82,32,96,414
28,431,186,109,40,55,179
29,241,124,100,40,88,407
30,386,159,117,51,73,214
31,231,108,128,36,103,394
32,436,145,125,52,76,166
33,279,99,119,50,104,349
34,343,145,172,65,85,190
35,266,114,148,57,101,314
36,340,130,157,73,89,211
37,245,106,141,68,129,311
38,326,151,139,73,92,219
39,252,103,148,63,137,297
40,335,126,152,78,111,198
41,262,91,151,69,154,273
42,333,145,139,78,127,178
43,282,108,118,59,158,275
44,316,120,141,69,148,206
45,293,105,130,66,176,230
46,304,133,135,81,143,204
47,268,98,136,78,187,233
48,356,134,127,59,137,187
49,271,102,109,72,188,258
50,305,147,135,53,142,218
51,286,126,131,59,178,220
52,289,113,125,82,181,210
53,319,108,121,65,154,233
54,285,101,154,74,165,221
55,322,115,121,77,150,215
56,279,97,137,75,167,245
57,302,144,106,75,172,201
58,281,104,138,77,176,224
59,326,100,144,68,151,211
60,289,110,108,71,180,242
61,309,138,143,55,165,190
62,273,96,101,85,180,265
63,354,140,140,64,133,169
64,266,89,117,49,209,270
65,337,142,109,55,164,193
66,253,118,121,66,215,227
67,365,166,116,47,125,181
68,250,100,130,54,217,249
69,344,154,107,54,154,187
70,280,102,95,60,218,245
71,328,169,118,63,156,166
72,258,101,115,62,209,255
73,324,167,106,60,140,203
74,288,117,105,58,208,224
75,323,130,114,50,178,205
76,261,106,123,70,197,243
77,335,166,100,59,155,185
78,245,107,100,59,228,261
79,332,174,98,51,161,184
80,254,116,111,50,228,241
81,348,162,91,48,167,184
82,254,106,90,55,247,248
83,352,164,98,36,165,185
84,267,117,121,57,210,228
85,336,165,107,55,149,188
86,286,108,103,46,219,238
87,333,142,107,63,172,183
88,277,102,107,72,204,238
89,338,175,109,56,148,174
90,240,107,116,58,224,255
91,319,161,111,46,177,186
92,270,124,95,54,197,260
93,312,163,122,46,160,197
94,267,114,108,54,219,238
95,342,170,81,42,166,199
96,260,120,107,45,217,251
97,355,149,101,53,180,162
98,284,94,112,52,180,278
99,313,162,106,43,174,202
