,Route0,Route1,Route2,Route3,Route4,Route5
0,173,106,160,51,452,58
1,518,304,59,28,20,71
2,88,88,28,10,152,634
3,687,151,18,6,72,66
4,485,187,18,6,191,113
5,339,149,76,14,181,241
6,409,149,82,41,146,173
7,119,37,75,35,177,557
8,549,224,41,13,98,75
9,465,168,53,6,182,126
10,430,159,81,39,186,105
11,426,141,85,26,189,133
12,405,138,91,50,179,137
13,329,80,144,64,221,162
14,464,145,41,74,122,154
15,147,49,171,49,287,297
16,585,221,23,15,94,62
17,396,187,19,30,175,193
18,196,86,61,44,156,457
19,555,244,33,17,77,74
20,244,114,130,33,275,204
21,592,214,8,24,99,63
22,91,84,8,12,203,602
23,554,283,4,8,89,62
24,276,130,282,4,211,97
25,596,53,10,169,110,62
26,437,50,102,92,144,175
27,275,56,208,60,194,207
28,568,81,43,117,84,107
29,72,35,90,52,217,534
30,599,192,38,34,69,68
31,474,176,35,23,185,107
32,420,121,178,24,158,99
33,439,88,90,112,139,132
34,198,67,317,54,218,146
35,577,65,30,181,82,65
36,221,30,66,104,121,458
37,602,183,32,43,63,77
38,324,100,56,37,179,304
39,464,172,139,31,96,98
40,82,63,90,28,250,487
41,611,205,25,7,75,77
42,471,168,39,13,177,132
43,356,114,151,48,195,136
44,400,101,82,128,138,151
45,217,62,236,62,235,188
46,567,137,36,111,76,73
47,163,49,54,62,176,496
48,589,219,20,30,79,63
49,313,113,201,19,231,123
50,505,108,22,146,109,110
51,134,43,147,57,173,446
52,592,197,44,28,77,62
53,368,108,133,23,222,146
54,384,125,64,135,126,166
55,172,54,233,68,199,274
56,613,156,48,60,66,57
57,124,63,52,43,223,495
58,577,230,24,19,95,55
59,422,137,101,18,193,129
60,306,109,144,75,182,184
61,407,115,109,85,129,155
62,212,78,203,68,185,254
63,542,160,37,96,69,96
64,109,64,125,56,268,378
65,595,216,22,26,83,58
66,278,99,130,25,223,245
67,507,206,38,56,92,101
68,112,103,98,28,228,431
69,605,236,21,16,78,44
70,141,99,145,16,283,316
71,616,207,11,10,84,72
72,192,100,58,28,222,400
73,574,229,35,10,77,75
74,140,92,120,14,348,286
75,582,245,7,3,107,56
76,223,95,40,13,192,437
77,528,258,23,14,96,81
78,216,120,116,17,242,289
79,548,227,22,15,101,87
80,120,77,70,18,298,417
81,557,252,7,7,101,76
82,345,141,106,19,211,178
83,392,166,95,57,129,161
84,219,84,162,45,238,252
85,548,192,39,52,77,92
86,152,88,90,32,268,370
87,551,219,35,19,104,72
88,244,112,133,23,237,251
89,522,191,36,37,104,110
90,174,81,88,25,248,384
91,564,217,24,13,105,77
92,199,94,117,12,288,290
93,518,260,18,12,98,94
94,181,119,58,17,251,374
95,556,228,26,5,107,78
96,210,104,92,18,256,320
97,532,221,26,9,113,99
98,177,103,108,20,276,316
99,555,212,33,22,104,74
