,Route0,Route1,Route2,Route3,Route4,Route5
0,22,10,89,32,721,126
1,380,392,49,12,116,51
2,639,88,34,37,78,124
3,620,116,53,55,51,105
4,574,131,42,43,54,156
5,359,143,46,44,74,334
6,358,170,40,33,53,346
7,227,154,56,36,58,469
8,599,225,50,33,31,62
9,119,92,31,24,64,670
10,590,271,17,10,24,88
11,438,200,22,19,71,250
12,206,139,44,49,59,503
13,542,269,49,26,33,81
14,117,103,33,30,82,635
15,620,241,18,10,34,77
16,445,202,16,23,72,242
17,296,137,49,36,74,408
18,393,215,79,35,55,223
19,217,146,56,32,82,467
20,497,239,61,25,44,134
21,163,129,41,29,81,557
22,558,237,56,16,45,88
23,226,123,98,30,67,456
24,415,193,148,33,50,161
25,221,129,157,45,71,377
26,347,143,161,53,53,243
27,252,121,157,48,94,328
28,340,132,165,68,75,220
29,279,104,173,58,85,301
30,347,124,149,66,74,240
31,261,94,175,59,97,314
32,343,132,160,73,72,220
33,248,114,144,52,122,320
34,330,132,165,56,105,212
35,278,100,150,76,116,280
36,301,138,148,65,119,229
37,255,86,154,66,135,304
38,351,136,138,64,121,190
39,257,114,114,69,162,284
40,305,129,157,60,147,202
41,284,102,127,70,157,260
42,294,150,153,63,155,185
43,264,113,123,69,162,269
44,318,136,140,70,148,188
45,257,116,114,76,191,246
46,325,144,133,57,160,181
47,248,115,96,61,189,291
48,328,154,121,66,153,178
49,256,116,123,50,197,258
50,343,140,115,66,162,174
51,250,125,113,62,181,269
52,326,117,131,62,181,183
53,283,109,113,58,203,234
54,296,144,122,74,166,198
55,275,112,121,65,203,224
56,329,160,120,69,153,169
57,260,111,92,74,212,251
58,313,149,124,48,151,215
59,274,114,103,68,214,227
60,323,136,129,63,173,176
61,254,111,120,65,189,261
62,322,139,117,57,173,192
63,280,104,106,71,195,244
64,312,134,139,60,165,190
65,292,105,96,56,218,233
66,298,161,96,66,176,203
67,269,125,113,52,224,217
68,327,143,112,49,173,196
69,277,111,116,54,212,230
70,302,149,110,58,190,191
71,280,119,102,56,203,240
72,295,155,123,57,167,203
73,265,127,105,74,203,226
74,317,120,133,46,175,209
75,288,116,115,65,204,212
76,311,134,98,64,185,208
77,275,116,129,63,197,220
78,295,147,104,65,170,219
79,285,119,106,57,196,237
80,289,131,118,67,170,225
81,291,125,118,59,217,190
82,317,118,102,67,174,222
83,261,131,127,68,210,203
84,318,138,98,61,184,201
85,292,114,115,53,221,205
86,323,131,105,49,173,219
87,301,115,112,55,186,231
88,281,140,110,64,179,226
89,302,120,113,57,179,229
90,307,117,116,50,196,214
91,303,129,106,55,187,220
92,305,121,114,59,191,210
93,289,118,97,77,200,219
94,304,133,111,48,178,226
95,280,129,116,59,205,211
96,302,119,108,76,190,205
97,291,125,106,57,203,218
98,293,153,104,50,197,203
99,294,126,93,59,204,224
