,Route0,Route1,Route2,Route3,Route4,Route5
0,255,197,222,113,121,92
1,153,96,101,103,321,226
2,393,192,61,66,106,182
3,231,90,78,57,254,290
4,418,190,71,41,110,170
5,239,108,90,43,215,305
6,424,188,76,40,96,176
7,241,99,96,39,239,286
8,436,198,69,38,97,162
9,253,110,81,37,225,294
10,430,179,77,38,108,168
11,248,96,97,32,236,291
12,411,191,80,35,114,169
13,249,101,95,26,251,278
14,423,176,77,32,118,174
15,263,103,87,30,258,259
16,447,162,86,31,114,160
17,267,90,87,30,258,268
18,432,173,73,34,119,169
19,258,92,96,32,248,274
20,421,175,79,34,122,169
21,266,91,85,29,248,281
22,436,182,81,26,117,158
23,269,96,76,31,245,283
24,431,182,78,26,123,160
25,259,96,97,27,249,272
26,448,162,74,31,117,168
27,276,74,89,31,256,274
28,446,181,75,21,121,156
29,262,94,83,27,265,269
30,464,168,68,23,124,153
31,264,90,85,26,236,299
32,445,204,75,18,104,154
33,276,106,75,20,271,252
34,434,200,62,26,123,155
35,265,99,79,22,256,279
36,434,198,75,21,114,158
37,259,108,73,22,241,297
38,464,167,74,22,106,167
39,286,82,83,20,279,250
40,444,185,62,25,133,151
41,276,100,92,19,245,268
42,423,169,68,28,138,174
43,257,91,94,19,256,283
44,439,195,66,18,119,163
45,267,96,83,24,255,275
46,451,178,62,25,138,146
47,270,92,83,22,250,283
48,429,190,73,22,113,173
49,283,99,79,19,247,273
50,442,176,72,22,129,159
51,291,98,82,11,262,256
52,415,184,71,33,126,171
53,258,91,75,18,301,257
54,472,169,58,16,132,153
55,296,85,73,16,239,291
56,441,171,63,21,120,184
57,265,105,70,21,247,292
58,458,169,70,20,126,157
59,262,85,86,20,279,268
60,456,195,67,14,120,148
61,259,87,78,15,290,271
62,455,177,54,19,125,170
63,299,87,65,16,244,289
64,443,177,69,15,127,169
65,272,88,82,14,257,287
66,440,183,66,19,124,168
67,281,94,75,20,246,284
68,462,162,70,15,131,160
69,286,82,78,11,276,267
70,463,187,59,14,125,152
71,302,85,74,15,248,276
72,426,176,66,21,132,179
73,293,91,75,18,245,278
74,418,201,75,17,123,166
75,274,102,84,14,269,257
76,438,187,60,20,127,168
77,249,106,85,15,263,282
78,447,162,59,15,139,178
79,296,88,84,13,254,265
80,425,163,67,29,143,173
81,291,81,89,20,254,265
82,438,185,67,20,122,168
83,282,91,77,17,263,270
84,439,180,60,16,131,174
85,264,92,75,19,265,285
86,447,177,64,20,128,164
87,299,91,75,13,269,253
88,435,175,66,17,146,161
89,266,90,84,12,252,296
90,435,179,62,15,127,182
91,276,94,84,15,282,249
92,476,163,56,12,130,163
93,294,79,63,15,258,291
94,438,194,61,15,120,172
95,292,87,77,16,255,273
96,412,181,66,14,150,177
97,282,106,91,20,234,267
98,430,171,62,20,146,171
99,276,88,74,23,256,283
