,Route0,Route1,Route2,Route3,Route4,Route5
0,95,57,94,68,580,106
1,443,385,48,32,38,54
2,582,81,36,21,99,181
3,66,55,82,31,95,671
4,682,137,47,18,38,78
5,584,97,32,23,116,148
6,509,141,58,38,129,125
7,461,150,75,38,137,139
8,324,134,76,42,130,294
9,380,160,88,38,131,203
10,278,111,86,43,127,355
11,451,180,101,49,101,118
12,159,68,81,47,131,514
13,555,243,41,23,64,74
14,342,142,150,10,158,198
15,351,134,95,73,110,237
16,266,116,180,55,134,249
17,370,120,106,83,103,218
18,270,101,174,52,129,274
19,382,124,122,94,100,178
20,240,78,158,60,163,301
21,467,168,92,67,93,113
22,223,77,130,53,165,352
23,463,184,85,63,74,131
24,219,84,165,47,184,301
25,439,150,87,82,110,132
26,224,85,126,69,191,305
27,397,176,105,65,101,156
28,215,88,143,56,216,282
29,436,190,93,49,96,136
30,221,106,115,48,198,312
31,371,157,93,65,121,193
32,243,106,147,62,228,214
33,396,134,84,80,113,193
34,264,87,137,64,221,227
35,366,138,102,83,116,195
36,246,88,155,60,189,262
37,368,167,97,67,118,183
38,242,94,118,61,208,277
39,404,149,109,66,112,160
40,257,86,117,68,205,267
41,362,183,90,56,129,180
42,197,121,123,56,237,266
43,412,164,93,59,109,163
44,263,90,119,62,193,273
45,374,172,88,62,125,179
46,276,109,101,61,211,242
47,341,162,112,74,123,188
48,243,109,132,52,234,230
49,363,144,84,71,141,197
50,247,103,143,73,208,226
51,372,131,101,80,136,180
52,270,90,123,59,206,252
53,334,162,96,69,149,190
54,242,95,134,70,209,250
55,346,163,109,60,125,197
56,265,116,111,57,204,247
57,337,143,108,74,128,210
58,258,99,147,74,196,226
59,335,132,94,73,133,233
60,282,90,135,66,195,232
61,321,143,96,101,136,203
62,259,87,142,78,186,248
63,325,133,123,85,134,200
64,284,87,116,57,200,256
65,358,143,92,79,133,195
66,265,108,124,73,197,233
67,361,108,115,68,146,202
68,280,82,129,74,187,248
69,358,127,103,67,147,198
70,256,99,129,87,197,232
71,337,131,117,75,148,192
72,279,83,141,72,204,221
73,326,143,106,86,144,195
74,257,102,147,67,200,227
75,352,135,97,74,132,210
76,277,97,136,67,192,231
77,358,123,111,71,136,201
78,308,104,135,72,172,209
79,298,104,101,81,160,256
80,305,115,151,74,148,207
81,296,97,130,87,177,213
82,310,124,119,78,158,211
83,251,102,146,86,185,230
84,341,141,114,72,137,195
85,302,91,114,68,197,228
86,321,129,113,73,162,202
87,249,105,149,57,198,242
88,365,116,113,83,137,186
89,270,83,121,70,202,254
90,340,132,116,74,132,206
91,292,77,142,64,201,224
92,316,132,119,76,137,220
93,278,119,125,77,185,216
94,321,109,130,80,148,212
95,276,106,117,80,190,231
96,307,129,135,86,159,184
97,295,108,115,74,186,222
98,312,129,139,81,148,191
99,283,90,118,78,176,255
