,Road0,Road1,Road2,Road3,Road4,Road5,Road6,Road7,Road8,Road9,Road10,Road11
0,168,46,832,122,46,716,69,116,769,115,116,885
1,840,420,160,420,420,99,399,61,120,819,61,181
2,692,595,308,97,595,113,93,195,117,688,195,312
3,758,599,242,159,599,108,151,134,116,750,134,250
4,658,529,342,129,529,131,129,211,131,658,211,342
5,290,150,710,140,150,124,122,586,142,272,586,728
6,859,598,141,261,598,62,254,79,69,852,79,148
7,698,499,302,199,499,111,195,191,115,694,191,306
8,455,268,545,187,268,140,171,405,156,439,405,561
9,793,512,207,281,512,110,238,97,153,750,97,250
10,233,108,767,125,108,142,110,625,157,218,625,782
11,842,549,158,293,549,68,288,90,73,837,90,163
12,694,462,306,232,462,127,233,179,126,695,179,305
13,697,447,303,250,447,131,220,172,161,667,172,333
14,460,272,540,188,272,146,178,394,156,450,394,550
15,735,416,265,319,416,109,261,156,167,677,156,323
16,419,259,581,160,259,138,130,443,168,389,443,611
17,796,508,204,288,508,99,252,105,135,760,105,240
18,352,195,648,157,195,114,116,534,155,311,534,689
19,844,573,156,271,573,60,251,96,80,824,96,176
20,458,270,542,188,270,141,136,401,193,406,401,594
21,749,443,251,306,443,98,216,153,188,659,153,341
22,459,224,541,235,224,140,130,401,245,354,401,646
23,731,440,269,291,440,113,229,156,175,669,156,331
24,493,243,507,250,243,161,152,346,259,395,346,605
25,690,383,310,307,383,148,230,162,225,613,162,387
26,478,240,522,238,240,166,143,356,261,383,356,617
27,704,408,296,296,408,144,254,152,186,662,152,338
28,476,212,524,264,212,183,163,341,284,375,341,625
29,690,410,310,280,410,144,210,166,214,620,166,380
30,495,253,505,242,253,207,136,298,313,389,298,611
31,665,393,335,272,393,145,211,190,206,604,190,396
32,492,231,508,261,231,218,146,290,333,377,290,623
33,628,377,372,251,377,167,218,205,200,595,205,405
34,474,241,526,233,241,247,161,279,319,402,279,598
35,660,365,340,295,365,173,235,167,233,600,167,400
36,483,248,517,235,248,236,160,281,311,408,281,592
37,650,354,350,296,354,182,210,168,268,564,168,436
38,447,243,553,204,243,265,146,288,323,389,288,611
39,676,416,324,260,416,167,217,157,210,633,157,367
40,462,224,538,238,224,265,161,273,342,385,273,615
41,668,370,332,298,370,162,227,170,233,597,170,403
42,426,206,574,220,206,273,159,301,334,365,301,635
43,679,410,321,269,410,166,216,155,219,626,155,374
44,481,242,519,239,242,248,142,271,345,384,271,616
45,639,357,361,282,357,208,235,153,255,592,153,408
46,467,272,533,195,272,274,162,259,307,434,259,566
47,648,374,352,274,374,200,219,152,255,593,152,407
48,451,229,549,222,229,285,145,264,362,374,264,626
49,659,399,341,260,399,168,200,173,228,599,173,401
50,458,269,542,189,269,281,157,261,313,426,261,574
51,642,336,358,306,336,182,226,176,262,562,176,438
52,476,255,524,221,255,263,171,261,313,426,261,574
53,626,362,374,264,362,212,210,162,266,572,162,428
54,451,233,549,218,233,266,139,283,345,372,283,628
55,627,379,373,248,379,197,208,176,237,587,176,413
56,474,264,526,210,264,274,161,252,323,425,252,575
57,612,343,388,269,343,212,213,176,268,556,176,444
58,467,243,533,224,243,282,161,251,345,404,251,596
59,645,368,355,277,368,198,234,157,241,602,157,398
60,432,230,568,202,230,314,161,254,355,391,254,609
61,641,352,359,289,352,195,232,164,252,584,164,416
62,482,254,518,228,254,262,160,256,330,414,256,586
63,606,350,394,256,350,217,220,177,253,570,177,430
64,482,263,518,219,263,260,160,258,319,423,258,577
65,606,334,394,272,334,225,210,169,287,544,169,456
66,506,275,494,231,275,264,172,230,323,447,230,553
67,577,338,423,239,338,207,193,216,253,531,216,469
68,492,280,508,212,280,278,166,230,324,446,230,554
69,627,368,373,259,368,196,201,177,254,569,177,431
70,466,264,534,202,264,289,153,245,338,417,245,583
71,619,333,381,286,333,200,234,181,252,567,181,433
72,454,230,546,224,230,270,163,276,331,393,276,607
73,628,362,372,266,362,189,222,183,233,584,183,416
74,456,220,544,236,220,282,166,262,352,386,262,614
75,617,364,383,253,364,211,197,172,267,561,172,439
76,471,275,529,196,275,295,161,234,330,436,234,564
77,622,359,378,263,359,193,218,185,238,577,185,423
78,463,253,537,210,253,299,161,238,348,414,238,586
79,614,355,386,259,355,215,197,171,277,552,171,448
80,485,277,515,208,277,267,151,248,324,428,248,572
81,602,333,398,269,333,235,237,163,267,570,163,430
82,483,269,517,214,269,264,153,253,325,422,253,578
83,628,363,372,265,363,203,219,169,249,582,169,418
84,454,257,546,197,257,301,157,245,341,414,245,586
85,619,347,381,272,347,199,212,182,259,559,182,441
86,492,254,508,238,254,273,160,235,351,414,235,586
87,616,378,384,238,378,213,208,171,243,586,171,414
88,480,253,520,227,253,281,147,239,361,400,239,600
89,612,355,388,257,355,212,211,176,258,566,176,434
90,451,265,549,186,265,272,142,277,316,407,277,593
91,616,327,384,289,327,193,228,191,254,555,191,445
92,467,268,533,199,268,260,162,273,297,430,273,570
93,628,376,372,252,376,215,217,157,250,593,157,407
94,483,271,517,212,271,279,163,238,328,434,238,566
95,588,327,412,261,327,238,222,174,277,549,174,451
96,466,249,534,217,249,276,161,258,332,410,258,590
97,638,338,362,300,338,201,217,161,284,555,161,445
98,492,257,508,235,257,264,178,244,321,435,244,565
99,626,362,374,264,362,217,208,157,273,570,157,430
