,Route0,Route1,Route2,Route3,Route4,Route5
0,444,195,82,74,116,89
1,209,91,71,34,456,139
2,297,306,34,15,139,209
3,194,134,37,22,202,411
4,380,233,51,13,118,205
5,275,116,63,17,178,351
6,424,172,79,15,109,201
7,277,97,102,18,189,317
8,421,181,76,25,109,188
9,275,89,93,37,207,299
10,415,176,90,28,116,175
11,256,81,104,32,232,295
12,452,156,80,26,108,178
13,275,84,95,33,243,270
14,439,170,84,22,115,170
15,286,81,92,34,244,263
16,421,171,82,29,122,175
17,244,88,97,39,273,259
18,477,160,65,25,123,150
19,287,86,95,28,231,273
20,414,196,78,26,115,171
21,256,96,88,33,242,285
22,444,161,74,27,120,174
23,270,70,105,32,242,281
24,448,157,84,28,121,162
25,287,90,85,27,240,271
26,437,180,83,33,114,153
27,257,91,84,31,266,271
28,448,170,80,29,125,148
29,269,81,97,27,270,256
30,470,171,68,21,122,148
31,282,87,86,29,231,285
32,427,174,75,27,125,172
33,252,85,96,33,254,280
34,468,154,78,26,107,167
35,258,79,90,29,265,279
36,424,199,68,27,119,163
37,269,101,77,30,234,289
38,452,159,81,23,109,176
39,274,81,105,26,247,267
40,443,172,78,22,120,165
41,280,87,89,28,255,261
42,422,181,89,24,122,162
43,273,87,87,27,237,289
44,444,185,76,22,119,154
45,258,81,94,33,275,259
46,464,166,63,27,126,154
47,274,100,100,32,232,262
48,454,154,72,30,128,162
49,256,89,88,31,247,289
50,448,163,85,26,119,159
51,257,92,84,27,267,273
52,456,167,75,22,125,155
53,273,89,83,26,247,282
54,421,192,71,29,123,164
55,271,87,103,25,253,261
56,453,155,65,26,136,165
57,296,84,94,29,227,270
58,440,175,71,23,122,169
59,266,90,93,29,249,273
60,452,185,68,27,125,143
61,272,98,91,31,261,247
62,468,153,77,29,130,143
63,290,87,88,26,253,256
64,417,180,73,23,129,178
65,262,100,90,28,258,262
66,432,169,82,21,129,167
67,266,78,84,25,254,293
68,443,175,74,23,122,163
69,275,93,75,27,270,260
70,449,184,68,22,113,164
71,270,96,81,29,253,271
72,445,149,78,23,125,180
73,288,79,92,22,246,273
74,405,215,75,22,119,164
75,256,102,98,27,248,269
76,466,145,57,26,141,165
77,275,77,94,28,260,266
78,459,162,80,22,101,176
79,260,89,87,29,262,273
80,459,164,68,24,121,164
81,293,87,87,25,229,279
82,422,159,67,26,126,200
83,266,99,86,25,257,267
84,468,163,63,21,118,167
85,281,82,95,21,254,267
86,402,212,65,28,132,161
87,261,96,88,18,248,289
88,440,160,66,23,143,168
89,280,88,91,21,241,279
90,452,186,72,21,113,156
91,271,89,91,22,271,256
92,467,157,64,19,139,154
93,265,78,87,28,256,286
94,459,164,72,26,118,161
95,273,96,75,32,257,267
96,430,192,73,20,123,162
97,268,108,82,15,255,272
98,441,168,78,19,130,164
99,261,94,90,27,251,277
