,Route0,Route1,Route2,Route3,Route4,Route5
0,67,53,101,52,618,109
1,429,390,44,22,55,60
2,591,90,54,25,85,155
3,484,72,52,45,75,272
4,108,76,64,43,74,635
5,662,150,41,36,42,69
6,563,130,42,41,62,162
7,449,139,60,39,90,223
8,230,110,78,53,84,445
9,508,221,66,52,59,94
10,147,69,55,37,111,581
11,564,236,21,29,62,88
12,454,204,56,33,99,154
13,336,134,104,37,101,288
14,335,117,106,41,109,292
15,365,149,133,43,90,220
16,274,98,136,52,104,336
17,391,160,106,60,98,185
18,236,86,133,51,114,380
19,480,154,114,56,75,121
20,228,86,166,52,126,342
21,429,135,122,74,69,171
22,229,96,185,58,134,298
23,371,154,107,79,99,190
24,229,106,156,62,143,304
25,410,142,114,71,84,179
26,252,82,145,64,171,286
27,384,142,131,78,102,163
28,256,83,158,62,160,281
29,335,136,123,81,117,208
30,264,99,164,65,187,221
31,372,118,109,98,112,191
32,257,74,157,87,163,262
33,347,140,120,84,117,192
34,273,92,132,72,192,239
35,357,138,126,77,131,171
36,254,93,125,70,208,250
37,350,152,102,68,144,184
38,254,87,152,71,185,251
39,356,154,110,76,113,191
40,240,89,149,70,189,263
41,360,163,111,67,121,178
42,237,111,134,76,178,264
43,360,163,116,66,128,167
44,230,103,139,65,212,251
45,359,136,100,75,116,214
46,263,102,114,78,209,234
47,357,142,102,74,136,189
48,253,99,120,53,224,251
49,376,128,92,89,133,182
50,267,88,141,65,206,233
51,357,134,126,49,134,200
52,265,105,124,72,188,246
53,355,142,91,83,126,203
54,253,93,144,58,202,250
55,362,148,117,68,128,177
56,272,79,120,71,226,232
57,372,160,109,59,130,170
58,252,104,118,72,194,260
59,339,140,112,70,147,192
60,271,103,127,70,199,230
61,350,131,98,83,145,193
62,258,113,133,67,202,227
63,347,126,122,75,141,189
64,257,96,126,68,190,263
65,358,117,121,77,132,195
66,280,86,134,74,209,217
67,335,141,110,78,157,179
68,289,90,137,73,193,218
69,318,131,124,93,146,188
70,268,90,127,75,205,235
71,357,130,121,60,136,196
72,243,98,134,76,208,241
73,328,158,103,58,147,206
74,270,97,135,60,180,258
75,334,141,125,70,132,198
76,285,106,127,89,185,208
77,323,120,124,57,162,214
78,299,103,128,82,180,208
79,283,103,130,93,159,232
80,311,125,139,75,158,192
81,293,87,141,77,161,241
82,329,134,118,91,140,188
83,253,89,137,67,193,261
84,361,143,119,73,134,170
85,266,88,118,77,208,243
86,348,133,108,62,148,201
87,274,91,117,81,205,232
88,347,144,121,71,153,164
89,283,107,119,71,204,216
90,315,136,111,85,162,191
91,289,108,125,65,187,226
92,299,116,119,71,173,222
93,280,124,123,85,172,216
94,314,121,120,75,154,216
95,278,94,133,78,199,218
96,335,142,112,73,145,193
97,273,90,124,70,219,224
98,342,143,126,65,147,177
99,259,107,123,61,219,231
100,337,131,107,76,151,198
101,301,98,117,69,195,220
102,322,116,136,78,145,203
103,284,99,108,75,187,247
104,331,134,127,73,162,173
105,266,90,130,85,193,236
106,349,133,119,69,127,203
107,250,98,143,60,210,239
108,344,146,117,62,155,176
109,274,110,121,66,184,245
110,357,119,110,60,148,206
111,288,94,128,70,195,225
112,300,137,90,71,154,248
113,299,102,154,66,179,200
114,316,105,123,101,153,202
115,277,97,143,67,181,235
116,316,134,122,92,133,203
117,291,82,128,63,181,255
118,332,155,111,78,128,196
119,266,96,139,77,185,237
120,341,141,107,62,162,187
121,267,114,117,68,218,216
122,332,148,110,76,156,178
123,258,101,124,57,217,243
124,341,146,95,74,148,196
125,280,98,111,61,200,250
126,340,144,124,60,162,170
127,275,104,122,75,189,235
128,329,125,121,74,158,193
129,291,103,100,64,209,233
130,335,137,113,73,145,197
131,256,94,145,81,203,221
132,329,140,105,69,168,189
133,257,113,115,61,184,270
134,330,130,102,64,165,209
135,296,103,130,60,196,215
136,340,145,102,73,155,185
137,273,102,133,70,191,231
138,345,134,105,84,149,183
139,268,92,122,73,209,236
140,342,127,116,67,152,196
141,288,92,120,71,214,215
142,315,143,136,64,153,189
143,277,107,112,69,205,230
144,349,136,105,63,149,198
145,281,86,122,69,205,237
146,333,129,124,68,147,199
147,296,89,127,64,211,213
148,344,137,104,73,151,191
149,281,81,135,68,194,241
150,342,140,113,76,139,190
151,277,103,139,66,193,222
152,313,126,122,71,149,219
153,265,112,125,83,191,224
154,354,124,127,69,133,193
155,294,79,126,56,203,242
156,327,148,103,85,149,188
157,269,92,131,71,219,218
158,306,155,111,64,194,170
159,303,108,111,75,167,236
160,335,123,115,67,163,197
161,280,100,131,74,195,220
162,306,125,117,91,150,211
163,264,113,143,67,193,220
164,350,121,112,75,152,190
165,272,94,122,76,202,234
166,349,132,111,62,145,201
167,293,85,135,67,199,221
168,331,147,124,62,158,178
169,271,97,113,77,195,247
