,Route0,Route1,Route2,Route3,Route4,Route5
0,229,156,173,101,210,131
1,161,81,97,100,193,368
2,464,241,106,53,43,93
3,119,68,105,23,457,228
4,609,213,12,7,105,54
5,426,128,12,4,153,277
6,408,154,65,16,104,253
7,271,93,68,24,127,417
8,522,229,52,23,78,96
9,170,78,31,14,160,547
10,575,246,15,3,86,75
11,396,133,107,6,180,178
12,374,96,144,54,162,170
13,337,90,129,64,152,228
14,363,104,136,61,144,192
15,319,83,128,74,148,248
16,387,110,143,54,131,175
17,267,65,116,68,223,261
18,544,189,50,38,76,103
19,114,80,111,18,302,375
20,604,225,12,6,92,61
21,308,118,61,19,197,297
22,461,176,109,37,86,131
23,148,73,115,26,280,358
24,612,205,21,11,84,67
25,248,87,74,26,253,312
26,546,229,20,18,101,86
27,159,92,110,9,278,352
28,581,241,7,11,93,67
29,209,98,80,13,245,355
30,539,269,17,10,82,83
31,144,97,80,12,331,336
32,577,277,4,3,81,58
33,182,111,88,7,230,382
34,568,240,24,10,87,71
35,138,85,97,4,341,335
36,615,231,1,2,83,68
37,245,128,55,13,202,357
38,534,236,49,13,71,97
39,125,87,96,8,328,356
40,592,248,3,1,97,59
41,265,105,61,13,192,364
42,522,228,35,15,93,107
43,133,81,133,10,293,350
44,598,207,7,9,98,81
45,280,116,54,38,226,286
46,487,219,52,27,107,108
47,174,97,96,19,270,344
48,560,246,18,19,85,72
49,144,84,113,11,314,334
50,583,236,8,9,94,70
51,255,106,46,30,236,327
52,502,260,34,12,102,90
53,171,101,107,7,258,356
54,584,211,27,16,91,71
55,158,88,87,19,302,346
56,564,254,7,7,104,64
57,208,111,92,13,225,351
58,533,227,40,19,85,96
59,134,84,86,19,344,333
60,572,244,6,6,104,68
61,305,117,63,13,205,297
62,479,199,68,19,95,140
63,189,92,107,17,242,353
64,561,219,28,15,101,76
65,196,85,109,19,246,345
66,552,250,15,15,91,77
67,165,93,92,16,299,335
68,570,239,15,8,90,78
69,213,93,87,19,224,364
70,483,269,44,10,85,109
71,182,107,99,14,285,313
72,561,224,26,11,91,87
73,175,94,92,14,280,345
74,579,202,16,12,108,83
75,241,94,98,17,252,298
76,504,229,36,20,96,115
77,207,90,78,13,275,337
78,508,232,32,14,110,104
79,218,97,99,16,276,294
80,535,217,25,17,103,103
81,201,90,101,17,273,318
82,560,194,24,22,103,97
83,201,94,85,21,250,349
84,532,230,28,10,105,95
85,234,110,81,16,257,302
86,495,220,45,21,106,113
87,188,88,102,11,303,308
88,516,251,19,11,112,91
89,229,100,58,17,262,334
90,512,214,40,8,109,117
91,230,86,82,9,259,334
92,510,210,40,14,99,127
93,219,113,87,29,253,299
94,481,211,59,16,115,118
95,236,95,111,19,263,276
96,505,202,44,20,115,114
97,185,88,78,22,282,345
98,567,222,26,6,103,76
99,237,96,96,18,267,286
