,Route0,Route1,Route2,Route3,Route4,Route5
0,95,57,112,66,596,74
1,448,370,56,32,59,35
2,567,75,27,14,114,203
3,67,51,47,49,113,673
4,668,159,21,23,50,79
5,568,107,34,18,107,166
6,490,146,84,33,103,144
7,482,143,79,44,99,153
8,395,174,83,52,105,191
9,278,101,78,43,114,386
10,496,236,87,25,61,95
11,111,78,58,24,140,589
12,568,261,27,9,66,69
13,514,153,35,17,120,161
14,367,123,122,26,118,244
15,343,138,126,57,103,233
16,309,82,173,57,114,265
17,331,157,118,77,107,210
18,271,98,159,63,115,294
19,390,139,117,84,93,177
20,243,69,170,59,139,320
21,440,189,101,66,79,125
22,185,87,135,49,140,404
23,477,202,82,41,77,121
24,218,95,179,37,175,296
25,446,126,85,90,91,162
26,217,65,150,81,192,295
27,481,173,91,53,84,118
28,235,85,133,40,211,296
29,406,178,94,59,79,184
30,197,100,139,56,222,286
31,415,184,84,55,96,166
32,236,92,113,53,216,290
33,399,184,92,64,103,158
34,240,91,131,49,211,278
35,356,184,102,77,127,154
36,236,104,124,53,230,253
37,419,156,78,56,120,171
38,236,92,117,63,226,266
39,402,164,80,55,127,172
40,241,87,114,55,224,279
41,403,182,86,47,120,162
42,259,118,95,61,227,240
43,372,146,112,45,143,182
44,245,102,143,59,204,247
45,388,152,90,64,135,171
46,221,69,130,65,234,281
47,416,157,88,57,118,164
48,250,96,131,56,201,266
49,379,156,102,81,113,169
50,261,83,119,68,235,234
51,405,163,93,63,134,142
52,223,95,124,52,229,277
53,380,188,95,60,120,157
54,273,95,110,50,224,248
55,370,159,91,51,142,187
56,246,96,137,56,215,250
57,396,153,82,49,145,175
58,257,85,126,74,220,238
59,346,175,102,52,155,170
60,268,102,113,64,212,241
61,376,160,88,54,131,191
62,264,99,102,65,220,250
63,382,155,104,50,131,178
64,219,89,122,65,243,262
65,377,179,79,65,143,157
66,248,97,107,39,218,291
67,386,176,88,42,150,158
68,287,103,109,55,208,238
69,344,165,90,71,139,191
70,256,104,124,61,204,251
71,369,144,108,67,146,166
72,234,96,131,64,209,266
73,404,153,82,58,132,171
74,252,85,116,58,223,266
75,349,181,92,51,148,179
76,265,93,123,63,207,249
77,384,163,81,66,121,185
78,257,89,145,49,211,249
79,378,161,94,65,125,177
80,240,95,117,63,226,259
81,375,171,98,52,146,158
82,268,105,110,46,207,264
83,355,153,98,69,139,186
84,277,74,122,65,216,246
85,334,172,94,55,155,190
86,251,97,112,58,221,261
87,362,148,92,60,146,192
88,275,96,117,49,216,247
89,350,161,88,68,155,178
90,249,79,132,48,223,269
91,375,164,93,67,149,152
92,253,101,118,50,221,257
93,405,163,94,51,125,162
94,245,89,94,64,236,272
95,384,157,79,49,139,192
96,273,102,107,42,216,260
97,356,173,89,57,147,178
98,263,90,126,60,215,246
99,371,158,82,44,175,170
