,Route0,Route1,Route2,Route3,Route4,Route5
0,76,41,106,66,601,110
1,374,356,4,0,252,14
2,521,267,4,2,121,85
3,386,187,5,1,54,367
4,434,253,27,5,33,248
5,336,196,22,4,30,412
6,367,237,20,5,36,335
7,364,189,28,2,27,390
8,327,211,30,6,29,397
9,342,189,25,5,31,408
10,324,204,32,4,25,411
11,352,182,20,4,37,405
12,352,173,19,3,38,415
13,334,190,27,5,29,415
14,314,188,32,5,27,434
15,368,195,32,8,29,368
16,306,169,36,3,38,448
17,350,204,46,6,30,364
18,317,169,50,8,36,420
19,316,193,64,11,30,386
20,292,168,81,9,32,418
21,308,197,107,10,28,350
22,279,173,112,11,27,398
23,317,163,111,16,39,354
24,279,160,127,20,37,377
25,304,156,135,12,55,338
26,254,164,130,24,68,360
27,308,155,136,22,88,291
28,270,146,109,20,115,340
29,290,170,118,22,141,259
30,261,140,106,19,174,300
31,293,176,107,21,176,227
32,262,139,93,22,215,269
33,290,186,99,25,199,201
34,228,169,82,21,242,258
35,280,195,74,14,224,213
36,256,164,75,15,250,240
37,310,178,73,11,240,188
38,263,144,61,14,261,257
39,312,171,77,8,239,193
40,272,144,68,17,263,236
41,318,183,61,12,230,196
42,271,157,70,10,264,228
43,333,162,64,10,250,181
44,255,166,63,10,270,236
45,305,182,65,12,244,192
46,274,161,61,9,265,230
47,302,178,55,14,244,207
48,266,169,57,13,275,220
49,298,179,66,11,250,196
50,259,164,56,9,264,248
51,310,194,56,11,249,180
52,251,156,48,8,286,251
53,307,200,63,7,246,177
54,263,162,47,7,269,252
55,302,196,62,6,248,186
56,255,169,46,5,278,247
57,303,196,57,6,251,187
58,255,174,54,4,268,245
59,315,181,57,2,259,186
60,259,174,53,2,281,231
61,316,181,53,2,251,197
62,290,135,45,4,291,235
63,299,206,60,7,253,175
64,275,154,57,8,264,242
65,312,174,60,9,252,193
66,265,166,41,6,270,252
67,311,200,57,3,249,180
68,271,164,38,2,287,238
69,309,195,47,4,265,180
70,270,153,47,5,292,233
71,322,190,54,8,260,166
72,246,167,39,6,275,267
73,318,192,51,4,250,185
74,264,162,56,1,274,243
75,326,181,60,5,252,176
76,277,142,50,6,276,249
77,330,182,54,4,245,185
78,269,151,49,3,283,245
79,333,186,57,2,249,173
80,274,150,59,2,283,232
81,322,184,53,6,252,183
82,270,158,45,5,280,242
83,320,200,42,6,264,168
84,277,157,55,8,267,236
85,306,189,55,9,268,173
86,259,172,46,5,285,233
87,309,198,50,4,256,183
88,272,153,47,5,289,234
89,307,193,46,5,264,185
90,280,163,56,2,289,210
91,307,172,59,2,258,202
92,258,158,38,6,278,262
93,320,178,54,5,250,193
94,261,174,62,4,265,234
95,305,197,57,6,262,173
96,283,144,47,6,283,237
97,320,181,62,5,258,174
98,254,166,48,6,276,250
99,328,172,49,5,249,197
