,Route0,Route1,Route2,Route3,Route4,Route5
0,95,66,124,56,593,66
1,482,351,59,30,51,27
2,230,87,32,14,107,530
3,657,151,34,15,49,94
4,470,95,32,29,96,278
5,166,81,75,38,92,548
6,635,189,36,17,44,79
7,443,182,26,17,120,212
8,183,90,54,47,130,496
9,521,287,36,24,55,77
10,380,123,26,21,133,317
11,375,153,97,44,89,242
12,215,84,101,56,117,427
13,554,243,48,33,55,67
14,141,88,43,27,136,565
15,567,250,17,17,73,76
16,351,159,136,26,133,195
17,291,87,157,66,132,267
18,405,155,148,62,84,146
19,228,81,152,52,161,326
20,475,221,71,32,78,123
21,189,90,148,32,170,371
22,520,191,62,32,72,123
23,207,92,139,38,219,305
24,450,216,74,47,86,127
25,214,118,133,35,208,292
26,446,153,94,63,106,138
27,188,57,141,63,260,291
28,507,204,49,39,73,128
29,242,99,97,47,200,315
30,419,195,110,33,91,152
31,204,89,134,53,257,263
32,463,194,64,51,89,139
33,238,95,98,44,236,289
34,427,206,70,43,112,142
35,231,104,83,53,241,288
36,369,203,126,33,101,168
37,225,93,103,59,238,282
38,420,186,71,51,123,149
39,249,104,120,37,220,270
40,414,182,79,57,107,161
41,236,93,130,45,240,256
42,415,162,80,44,122,177
43,267,98,100,52,224,259
44,378,169,96,54,122,181
45,250,98,112,56,208,276
46,365,164,94,62,154,161
47,243,92,124,56,206,279
48,365,189,88,54,126,178
49,231,102,99,51,248,269
50,407,190,88,34,128,153
51,260,102,117,47,225,249
52,383,166,86,49,141,175
53,265,88,123,52,230,242
54,412,167,92,49,129,151
55,252,94,113,37,252,252
56,393,185,91,45,123,163
57,248,95,99,43,250,265
58,385,169,84,53,135,174
59,238,106,109,54,234,259
60,439,150,74,46,127,164
61,285,88,98,47,204,278
62,332,188,118,59,131,172
63,233,96,107,62,217,285
64,370,183,90,45,134,178
65,256,100,99,54,222,269
66,385,178,103,43,142,149
67,234,100,118,55,229,264
68,387,175,91,51,162,134
69,282,89,97,49,248,235
70,399,164,98,54,137,148
71,253,76,106,38,242,285
72,399,148,89,43,145,176
73,289,92,112,53,205,249
74,386,144,88,71,146,165
75,275,87,109,66,225,238
76,377,168,115,44,143,153
77,246,110,114,52,223,255
78,372,147,91,51,153,186
79,272,84,103,66,226,249
80,364,177,88,49,154,168
81,266,88,111,47,234,254
82,383,168,93,56,141,159
83,270,79,104,50,235,262
84,377,177,99,42,135,170
85,279,93,96,66,220,246
86,386,169,91,50,151,153
87,254,109,110,54,247,226
88,404,162,106,48,119,161
89,262,89,104,52,254,239
90,377,175,89,48,144,167
91,249,88,96,58,245,264
92,389,171,89,38,139,174
93,263,116,108,45,232,236
94,373,145,102,63,146,171
95,260,93,113,52,212,270
96,371,188,109,42,128,162
97,273,93,97,40,239,258
98,386,158,93,37,145,181
99,264,93,104,47,239,253
