,Route0,Route1,Route2,Route3,Route4,Route5
0,81,44,147,88,546,94
1,507,285,50,44,55,59
2,98,74,45,37,91,655
3,582,236,32,26,52,72
4,100,83,54,34,67,662
5,538,287,43,22,30,80
6,87,98,47,34,127,607
7,590,231,33,25,56,65
8,95,83,71,38,530,183
9,589,252,29,18,48,64
10,104,90,56,13,96,641
11,571,264,38,16,39,72
12,100,78,50,18,291,463
13,517,321,24,8,42,88
14,97,92,48,27,428,308
15,551,300,30,12,47,60
16,101,101,44,13,283,458
17,583,256,25,10,43,83
18,103,87,50,17,431,312
19,566,277,26,10,41,80
20,90,96,44,12,336,422
21,563,270,25,10,53,79
22,103,88,44,19,418,328
23,539,299,23,9,55,75
24,94,84,53,14,346,409
25,561,275,30,7,34,93
26,99,99,49,16,372,365
27,600,248,20,8,47,77
28,112,94,53,10,378,353
29,565,287,34,9,43,62
30,108,89,42,18,366,377
31,544,288,24,12,42,90
32,102,95,53,14,388,348
33,587,265,26,8,45,69
34,98,100,39,17,369,377
35,576,279,25,13,35,72
36,99,88,54,10,384,365
37,569,264,25,7,39,96
38,110,87,40,16,362,385
39,542,306,25,12,39,76
40,100,86,50,12,388,364
41,577,276,29,6,41,71
42,102,97,48,10,356,387
43,553,292,28,8,33,86
44,96,91,44,10,405,354
45,580,270,18,11,40,81
46,109,101,49,5,381,355
47,580,286,20,3,36,75
48,109,105,45,11,351,379
49,569,292,22,10,32,75
50,109,95,43,5,399,349
51,586,271,23,6,29,85
52,107,89,39,9,393,363
53,564,271,22,6,48,89
54,106,89,49,6,378,372
55,560,296,22,7,44,71
56,103,105,32,14,381,365
57,577,276,19,14,35,79
58,87,97,54,11,382,369
59,562,290,25,8,35,80
60,89,94,52,11,405,349
61,563,276,30,4,48,79
62,85,93,55,8,349,410
63,564,279,27,7,34,89
64,115,84,39,10,389,363
65,563,299,19,7,42,70
66,102,89,40,11,377,381
67,554,283,18,6,47,92
68,101,92,50,6,389,362
69,563,278,25,4,40,90
70,108,91,43,14,377,367
71,563,281,24,5,37,90
72,95,92,42,8,394,369
73,549,293,18,6,41,93
74,112,90,40,14,396,348
75,554,298,22,7,47,72
76,112,78,39,12,359,400
77,580,269,14,11,38,88
78,115,97,39,11,381,357
79,584,266,19,10,42,79
80,102,102,41,12,372,371
81,574,266,17,7,40,96
82,113,86,38,11,400,352
83,545,303,18,8,48,78
84,97,88,56,11,382,366
85,580,283,22,8,37,70
86,117,92,40,7,374,370
87,551,297,23,8,44,77
88,108,95,43,9,380,365
89,556,286,25,6,33,94
90,81,84,55,9,411,360
91,565,253,31,8,51,92
92,94,81,47,18,365,395
93,541,289,23,10,43,94
94,100,87,48,11,371,383
95,565,275,18,9,47,86
96,111,86,46,9,398,350
97,567,276,22,10,47,78
98,118,80,44,14,374,370
99,567,276,24,11,50,72
100,105,90,41,10,379,375
101,553,296,18,8,45,80
102,96,98,48,13,385,360
103,575,269,24,8,54,70
104,106,84,41,6,395,368
105,586,261,21,3,49,80
106,117,82,43,5,372,381
107,532,304,20,3,40,101
108,108,100,34,12,387,359
109,572,285,15,5,49,74
110,107,84,45,6,393,365
111,567,284,21,5,43,80
112,107,86,39,7,403,358
113,543,294,19,6,53,85
114,94,86,51,5,386,378
115,537,286,28,4,53,92
116,106,102,52,7,355,378
117,557,281,27,5,50,80
118,110,111,42,8,379,350
119,598,276,20,8,39,59
120,108,96,38,7,371,380
121,574,295,13,2,42,74
122,114,87,35,5,386,373
123,548,302,12,2,54,82
124,107,94,45,6,390,358
125,571,285,20,9,37,78
126,105,87,29,8,397,374
127,569,286,12,9,46,78
128,97,78,56,9,374,386
129,558,260,34,6,47,95
130,98,83,55,6,370,388
131,542,292,23,5,44,94
132,107,90,42,9,410,342
133,582,269,17,6,49,77
134,114,86,47,12,360,381
135,546,306,22,12,48,66
136,107,89,42,12,376,374
137,552,294,22,5,37,90
138,100,92,36,6,375,391
139,567,271,22,5,43,92
140,109,88,55,6,382,360
141,585,264,28,8,43,72
142,105,90,51,6,378,370
143,568,281,22,5,39,85
144,101,95,36,12,388,368
145,580,272,16,11,45,76
146,103,82,58,8,378,371
147,560,279,30,10,48,73
148,110,80,47,12,377,374
149,554,286,25,7,41,87
150,110,91,42,12,371,374
151,566,284,19,10,40,81
152,94,91,39,11,408,357
153,568,272,20,10,47,83
154,107,80,47,9,382,375
155,564,278,20,3,51,84
156,105,98,42,5,391,359
157,546,304,23,5,43,79
158,103,80,56,8,393,360
159,571,286,25,4,32,82
160,108,94,27,6,381,384
161,560,308,12,4,35,81
162,113,96,35,5,365,386
163,524,333,23,2,42,76
164,105,89,36,9,377,384
165,580,266,15,8,41,90
166,104,64,48,13,407,364
167,561,273,22,7,47,90
168,123,75,53,12,400,337
169,578,280,24,7,40,71
170,117,79,41,8,372,383
171,568,292,17,4,41,78
172,94,98,36,8,382,382
173,556,295,20,7,37,85
174,94,98,46,9,373,380
175,557,285,23,5,45,85
176,96,94,57,8,371,374
177,586,251,28,6,45,84
178,106,81,56,10,368,379
179,566,275,26,5,38,90
180,112,82,44,5,414,343
181,583,261,24,6,47,79
182,104,93,46,10,386,361
183,551,289,21,8,43,88
184,97,88,45,10,388,372
185,541,300,26,4,52,77
186,108,93,42,6,359,392
187,583,271,28,5,48,65
188,97,87,34,9,417,356
189,550,289,16,6,57,82
190,105,98,49,8,363,377
191,564,270,27,5,41,93
192,102,104,51,7,390,346
193,586,277,26,4,34,73
194,107,87,42,9,369,386
195,563,279,24,4,40,90
196,111,85,43,11,367,383
197,537,295,30,13,45,80
198,103,79,49,13,385,371
199,552,282,26,7,53,80
200,99,98,39,11,388,365
201,594,254,20,6,52,74
202,105,90,42,18,383,362
203,565,271,20,11,53,80
204,91,87,51,12,390,369
205,557,286,24,4,46,83
206,110,99,38,6,379,368
207,553,289,19,5,57,77
208,96,85,45,5,390,379
209,559,284,23,2,49,83
210,116,99,40,2,382,361
211,571,288,21,4,42,74
212,93,95,32,7,388,385
213,545,302,16,5,50,82
214,103,82,50,8,413,344
215,568,268,26,5,55,78
216,102,87,47,7,390,367
217,561,279,24,4,52,80
218,109,93,41,10,380,367
219,579,275,20,10,35,81
220,109,100,52,7,363,369
221,532,311,30,4,47,76
222,102,86,40,7,397,368
223,563,287,24,4,42,80
224,121,96,39,6,375,363
225,535,311,20,5,44,85
226,102,100,33,9,386,370
227,588,266,19,10,46,71
228,104,96,40,6,380,374
229,568,280,21,4,46,81
230,115,76,52,6,401,350
231,560,294,29,4,43,70
232,112,83,40,7,378,380
233,565,278,19,5,37,96
234,114,79,47,4,396,360
235,562,303,26,4,42,63
236,100,88,39,3,371,399
237,551,276,24,1,43,105
238,101,91,50,9,416,333
239,562,290,25,5,44,74
240,108,97,39,2,366,388
241,567,295,19,3,36,80
242,105,92,29,4,390,380
243,546,301,11,3,47,92
244,103,96,44,4,366,387
245,556,284,21,7,47,85
246,100,96,45,5,372,382
247,584,275,24,2,46,69
248,111,82,46,7,397,357
249,573,273,26,8,38,82
250,116,72,42,13,398,359
251,549,297,26,6,46,76
252,111,90,37,7,361,394
253,565,293,24,2,41,75
254,98,93,48,7,386,368
255,573,283,19,4,45,76
256,94,71,42,5,395,393
257,556,288,18,6,45,87
258,120,86,44,1,380,369
259,575,274,24,0,44,83
260,111,95,51,4,382,357
261,560,289,26,5,46,74
262,105,90,34,7,375,389
263,544,297,10,5,45,99
264,103,95,48,6,378,370
265,579,275,24,6,34,82
266,81,94,37,10,366,412
267,548,290,22,9,36,95
268,91,87,50,9,400,363
269,555,273,27,5,55,85
270,102,96,51,7,388,356
271,583,264,27,5,52,69
272,116,98,42,10,368,366
273,596,281,23,3,35,62
274,113,99,40,5,369,374
275,547,311,19,4,34,85
276,104,93,29,6,385,383
277,548,315,14,4,35,84
278,122,84,39,7,386,362
279,556,290,20,6,46,82
280,110,83,42,5,386,374
281,562,292,24,3,48,71
282,99,80,36,2,400,383
283,557,280,18,3,50,92
284,106,75,52,5,384,378
285,562,275,22,3,55,83
286,104,82,62,3,368,381
287,581,248,38,3,50,80
288,122,81,52,9,367,369
289,573,288,28,8,39,64
290,103,86,33,6,374,398
291,588,278,11,6,45,72
292,110,69,41,3,388,389
293,556,291,16,5,51,81
294,113,89,34,10,397,357
295,556,305,22,4,50,63
296,112,81,41,6,387,373
297,548,305,20,2,48,77
298,100,92,36,8,394,370
299,560,277,18,5,47,93
300,115,83,51,3,411,337
301,557,292,29,4,56,62
302,111,92,44,9,354,390
303,532,320,21,7,37,83
304,98,92,30,4,370,406
305,559,273,13,5,53,97
306,116,99,36,7,381,361
307,562,298,13,4,48,75
308,101,93,44,7,393,362
309,583,274,15,1,49,78
310,105,84,47,3,399,362
311,575,281,22,2,43,77
312,108,100,33,4,392,363
313,562,299,16,5,44,74
314,98,84,40,6,371,401
315,593,254,18,3,47,85
316,108,75,48,6,381,382
317,554,276,26,8,43,93
318,110,88,40,8,390,364
319,533,313,24,5,52,73
320,106,89,45,7,373,380
321,581,254,25,3,61,76
