,Route0,Route1,Route2,Route3,Route4,Route5
0,40,15,128,34,693,90
1,412,374,49,17,99,49
2,593,69,29,30,92,187
3,587,119,41,71,64,118
4,551,76,37,61,74,201
5,192,106,48,62,78,514
6,631,196,30,27,44,72
7,146,104,27,22,89,612
8,542,299,15,13,38,93
9,498,190,12,28,88,184
10,306,157,45,46,87,359
11,405,185,70,43,80,217
12,182,107,55,43,83,530
13,555,261,42,21,44,77
14,277,130,32,28,76,457
15,505,213,82,27,50,123
16,156,92,54,36,78,584
17,544,272,23,26,41,94
18,420,163,27,26,91,273
19,315,117,65,44,92,367
20,397,179,93,45,78,208
21,238,113,64,55,95,435
22,485,196,91,29,58,141
23,230,102,59,35,88,486
24,525,209,71,20,46,129
25,227,110,64,37,98,464
26,485,212,86,20,59,138
27,267,108,104,30,90,401
28,378,182,145,50,63,182
29,242,96,135,50,101,376
30,413,149,136,69,63,170
31,261,104,147,56,105,327
32,327,142,138,84,93,216
33,255,98,159,76,130,282
34,364,125,155,76,89,191
35,249,85,166,85,137,278
36,338,148,149,67,104,194
37,258,100,148,69,147,278
38,342,125,141,67,108,217
39,254,96,150,77,153,270
40,373,108,140,83,111,185
41,246,76,128,76,184,290
42,384,162,137,52,107,158
43,222,94,130,54,196,304
44,417,153,107,48,98,177
45,282,94,126,49,187,262
46,338,142,107,73,146,194
47,244,96,149,65,193,253
48,362,143,114,66,157,158
49,265,86,115,48,225,261
50,348,163,120,50,130,189
51,262,111,122,80,159,266
52,331,131,123,67,147,201
53,260,96,130,78,199,237
54,314,173,141,70,144,158
55,240,95,111,65,214,275
56,346,162,124,51,149,168
57,266,123,108,59,213,231
58,310,152,127,53,144,214
59,270,93,125,65,200,247
60,349,150,106,56,163,176
61,256,89,114,75,215,251
62,367,152,102,42,134,203
63,264,100,127,58,214,237
64,356,170,86,47,153,188
65,230,98,106,56,243,267
66,375,173,97,45,152,158
67,263,88,115,64,228,242
68,363,166,112,42,143,174
69,233,114,122,63,227,241
70,326,173,119,32,165,185
71,268,105,118,73,190,246
72,361,154,104,54,141,186
73,223,87,108,73,236,273
74,371,144,114,44,145,182
75,284,105,104,76,177,254
76,357,148,131,47,140,177
77,249,93,125,53,222,258
78,344,155,113,57,152,179
79,262,107,113,68,200,250
80,358,150,107,50,168,167
81,265,104,117,55,219,240
82,345,147,126,55,169,158
83,252,94,104,61,223,266
84,349,176,103,45,169,158
85,254,92,122,41,238,253
86,353,171,76,42,171,187
87,264,132,94,49,216,245
88,345,182,82,42,162,187
89,258,98,108,66,230,240
90,354,161,123,53,151,158
91,241,92,107,60,216,284
92,381,154,90,47,165,163
93,259,89,99,54,214,285
94,355,151,114,37,181,162
95,284,89,100,61,206,260
96,346,170,111,49,165,159
97,238,95,102,63,238,264
98,363,162,103,39,173,160
99,283,102,111,45,224,235
