,Route0,Route1,Route2,Route3,Route4,Route5
0,129,113,88,71,544,55
1,609,272,43,30,23,23
2,111,82,25,14,127,641
3,547,300,21,8,60,64
4,533,151,21,2,165,128
5,115,80,98,13,143,551
6,552,245,51,8,75,69
7,473,178,46,9,160,134
8,403,157,115,18,171,136
9,354,119,96,65,163,203
10,320,109,165,50,133,223
11,387,119,109,85,116,184
12,221,73,158,57,154,337
13,544,204,61,40,76,75
14,112,83,103,29,211,462
15,548,250,21,13,89,79
16,309,133,169,15,190,184
17,397,134,68,145,115,141
18,201,74,224,73,180,248
19,508,177,73,86,74,82
20,194,74,89,58,214,371
21,532,213,42,33,87,93
22,206,103,108,26,237,320
23,481,220,55,32,91,121
24,194,88,127,22,245,324
25,481,223,50,35,105,106
26,211,122,88,34,245,300
27,474,206,57,33,101,129
28,236,107,99,38,223,297
29,411,200,72,38,128,151
30,216,99,108,35,262,280
31,447,191,58,39,126,139
32,225,104,104,41,241,285
33,455,177,69,30,113,156
34,254,99,107,28,249,263
35,402,202,83,33,130,150
36,234,99,94,46,248,279
37,438,205,62,37,100,158
38,228,120,87,35,248,282
39,432,199,64,30,118,157
40,225,106,104,44,248,273
41,430,195,62,41,132,140
42,221,101,91,37,249,301
43,434,194,63,22,132,155
44,254,96,87,38,247,278
45,431,176,74,30,134,155
46,251,107,85,32,237,288
47,425,182,75,38,107,173
48,266,107,106,28,233,260
49,411,186,72,52,120,159
50,240,105,116,40,249,250
51,374,189,83,47,128,179
52,244,98,101,52,233,272
53,402,185,77,41,123,172
54,245,97,95,46,263,254
55,409,199,77,34,122,159
56,241,111,90,50,234,274
57,418,171,76,33,120,182
58,246,100,114,47,244,249
59,420,182,75,38,105,180
60,244,94,96,41,242,283
61,379,194,84,39,131,173
62,244,109,97,42,232,276
63,400,210,74,36,130,150
64,281,110,87,41,216,265
65,350,191,78,46,133,202
66,252,107,112,37,248,244
67,393,184,79,57,117,170
68,252,89,95,42,252,270
69,405,178,82,36,127,172
70,249,103,80,51,241,276
71,398,180,72,35,130,185
72,257,118,108,37,232,248
73,376,185,86,47,135,171
74,255,108,78,38,262,259
75,397,181,78,28,127,189
76,265,89,87,35,255,269
77,389,175,75,29,149,183
78,285,117,94,35,218,251
79,384,165,83,53,123,192
80,250,99,102,44,245,260
81,400,177,75,32,125,191
82,260,96,128,34,250,232
83,391,172,74,38,142,183
84,287,91,77,43,226,276
85,386,173,74,34,138,195
86,256,96,127,42,227,252
87,402,181,76,48,121,172
88,262,91,92,51,248,256
89,384,199,77,34,113,193
90,253,110,88,36,260,253
91,393,174,67,43,133,190
92,284,97,109,37,233,240
93,384,184,83,34,134,181
94,258,107,90,42,213,290
95,385,178,70,34,135,198
96,248,101,108,42,256,245
97,387,185,80,44,126,178
98,242,94,97,50,245,272
99,411,165,74,37,124,189
