,Road0,Road1,Road2,Road3,Road4,Road5,Road6,Road7,Road8,Road9,Road10,Road11
0,149,30,851,119,30,739,40,112,818,70,112,930
1,834,394,166,440,394,112,394,54,158,788,54,212
2,746,630,254,116,630,115,110,139,121,740,139,260
3,769,617,231,152,617,110,156,121,106,773,121,227
4,725,572,275,153,572,114,156,161,111,728,161,272
5,423,268,577,155,268,132,168,445,119,436,445,564
6,824,552,176,272,552,90,256,86,106,808,86,192
7,248,105,752,143,105,110,129,642,124,234,642,766
8,868,578,132,290,578,58,290,74,58,868,74,132
9,718,509,282,209,509,104,217,178,96,726,178,274
10,402,210,598,192,210,114,190,484,116,400,484,600
11,842,552,158,290,552,76,251,82,115,803,82,197
12,275,138,725,137,138,103,121,622,119,259,622,741
13,859,565,141,294,565,51,286,90,59,851,90,149
14,682,456,318,226,456,117,225,201,118,681,201,319
15,445,270,555,175,270,120,160,435,135,430,435,570
16,766,479,234,287,479,95,254,139,128,733,139,267
17,372,214,628,158,214,132,138,496,152,352,496,648
18,822,539,178,283,539,83,254,95,112,793,95,207
19,398,240,602,158,240,114,146,488,126,386,488,614
20,825,519,175,306,519,70,255,105,121,774,105,226
21,361,208,639,153,208,114,137,525,130,345,525,655
22,829,540,171,289,540,56,252,115,93,792,115,208
23,425,246,575,179,246,117,145,458,151,391,458,609
24,760,456,240,304,456,88,234,152,158,690,152,310
25,417,211,583,206,211,124,133,459,197,344,459,656
26,791,470,209,321,470,72,241,137,152,711,137,289
27,482,254,518,228,254,146,154,372,220,408,372,592
28,661,383,339,278,383,124,202,215,200,585,215,415
29,524,268,476,256,268,159,149,317,266,417,317,583
30,649,367,351,282,367,162,215,189,229,582,189,418
31,514,267,486,247,267,178,156,308,269,423,308,577
32,627,326,373,301,326,172,204,201,269,530,201,470
33,522,274,478,248,274,206,179,272,275,453,272,547
34,606,328,394,278,328,185,203,209,260,531,209,469
35,537,267,463,270,267,203,178,260,295,445,260,555
36,557,296,443,261,296,200,217,243,244,513,243,487
37,525,273,475,252,273,236,181,239,307,454,239,546
38,564,302,436,262,302,207,176,229,293,478,229,522
39,530,274,470,256,274,220,191,250,285,465,250,535
40,583,310,417,273,310,204,206,213,271,516,213,484
41,509,251,491,258,251,226,171,265,313,422,265,578
42,598,354,402,244,354,203,204,199,243,558,199,442
43,498,258,502,240,258,256,186,246,310,444,246,556
44,620,370,380,250,370,181,195,199,236,565,199,435
45,463,228,537,235,228,256,168,281,323,396,281,604
46,617,350,383,267,350,199,206,184,260,556,184,444
47,492,241,508,251,241,244,174,264,321,415,264,585
48,651,391,349,260,391,187,203,162,244,594,162,406
49,461,269,539,192,269,253,146,286,299,415,286,585
50,609,309,391,300,309,195,227,196,268,536,196,464
51,470,238,530,232,238,294,175,236,351,413,236,587
52,632,357,368,275,357,199,217,169,257,574,169,426
53,462,247,538,215,247,262,160,276,317,407,276,593
54,624,355,376,269,355,208,217,168,260,572,168,428
55,469,243,531,226,243,260,164,271,322,407,271,593
56,612,365,388,247,365,195,203,193,239,568,193,432
57,450,243,550,207,243,266,146,284,327,389,284,611
58,632,355,368,277,355,192,229,176,240,584,176,416
59,488,253,512,235,253,264,176,248,323,429,248,571
60,601,346,399,255,346,221,217,178,259,563,178,437
61,481,264,519,217,264,281,172,238,326,436,238,564
62,605,341,395,264,341,226,208,169,282,549,169,451
63,480,240,520,240,240,271,172,249,339,412,249,588
64,624,342,376,282,342,213,216,163,279,558,163,442
65,455,239,545,216,239,297,169,248,344,408,248,592
66,615,363,385,252,363,211,211,174,252,574,174,426
67,492,265,508,227,265,271,181,237,317,446,237,554
68,576,332,424,244,332,239,202,185,281,534,185,466
69,484,259,516,225,259,254,153,262,326,412,262,588
70,608,350,392,258,350,207,209,185,256,559,185,441
71,469,266,531,203,266,278,174,253,307,440,253,560
72,614,329,386,285,329,202,210,184,277,539,184,461
73,473,254,527,219,254,293,178,234,334,432,234,568
74,612,334,388,278,334,227,222,161,283,556,161,444
75,499,286,501,213,286,250,167,251,296,453,251,547
76,590,333,410,257,333,242,199,168,300,532,168,468
77,479,251,521,228,251,286,172,235,342,423,235,577
78,558,304,442,254,304,249,225,193,278,529,193,471
79,515,279,485,236,279,241,168,244,309,447,244,553
80,578,347,422,231,347,217,187,205,261,534,205,466
81,492,267,508,225,267,273,162,235,336,429,235,571
82,592,351,408,241,351,247,208,161,280,559,161,441
83,470,271,530,199,271,291,160,239,330,431,239,569
84,602,309,398,293,309,220,228,178,285,537,178,463
85,484,259,516,225,259,267,161,249,331,420,249,580
86,618,339,382,279,339,212,215,170,276,554,170,446
87,487,250,513,237,250,254,180,259,311,430,259,570
88,607,348,393,259,348,215,205,178,269,553,178,447
89,440,233,560,207,233,297,147,263,357,380,263,620
90,621,363,379,258,363,191,217,188,232,580,188,420
91,457,258,543,199,258,284,159,259,324,417,259,583
92,594,352,406,242,352,232,224,174,250,576,174,424
93,505,277,495,228,277,265,160,230,333,437,230,563
94,591,325,409,266,325,222,198,187,290,523,187,477
95,479,267,521,212,267,287,185,234,314,452,234,548
96,596,346,404,250,346,224,197,180,277,543,180,457
97,502,285,498,217,285,275,166,223,326,451,223,549
98,579,307,421,272,307,229,217,192,284,524,192,476
99,485,263,515,222,263,288,168,227,342,431,227,569
