,Road0,Road1,Road2,Road3,Road4,Road5,Road6,Road7,Road8,Road9,Road10,Road11
0,1,0,999,1,0,999,0,0,1000,0,0,1000
1,1000,487,0,513,487,0,513,0,0,1000,0,0
2,1000,1000,0,0,1000,0,0,0,0,1000,0,0
3,0,0,1000,0,0,0,0,1000,0,0,1000,1000
4,1000,635,0,365,635,0,365,0,0,1000,0,0
5,1000,854,0,146,854,0,146,0,0,1000,0,0
6,1000,5,0,995,5,0,995,0,0,1000,0,0
7,1000,1000,0,0,1000,0,0,0,0,1000,0,0
8,0,0,1000,0,0,0,0,1000,0,0,1000,1000
9,1000,1000,0,0,1000,0,0,0,0,1000,0,0
10,1000,1000,0,0,1000,0,0,0,0,1000,0,0
11,999,999,1,0,999,0,0,1,0,999,1,1
12,7,7,993,0,7,0,0,993,0,7,993,993
13,1000,1000,0,0,1000,0,0,0,0,1000,0,0
14,1000,1000,0,0,1000,0,0,0,0,1000,0,0
15,998,998,2,0,998,0,0,2,0,998,2,2
16,74,42,926,32,42,0,0,926,32,42,926,958
17,1000,1000,0,0,1000,0,0,0,0,1000,0,0
18,1000,128,0,872,128,0,0,0,872,128,0,872
19,1000,1000,0,0,1000,0,0,0,0,1000,0,0
20,722,722,278,0,722,0,0,278,0,722,278,278
21,1000,1000,0,0,1000,0,0,0,0,1000,0,0
22,0,0,1000,0,0,0,0,1000,0,0,1000,1000
23,1000,1000,0,0,1000,0,0,0,0,1000,0,0
24,995,995,5,0,995,5,1,0,4,996,0,4
25,220,214,780,6,214,537,17,243,526,231,243,769
26,1000,1000,0,0,1000,0,0,0,0,1000,0,0
27,26,23,974,3,23,126,3,848,126,26,848,974
28,1000,1000,0,0,1000,0,0,0,0,1000,0,0
29,480,319,520,161,319,492,44,28,609,363,28,637
30,1000,1000,0,0,1000,0,0,0,0,1000,0,0
31,144,43,856,101,43,527,56,329,572,99,329,901
32,1000,996,0,4,996,0,4,0,0,1000,0,0
33,216,53,784,163,53,131,97,653,197,150,653,850
34,1000,995,0,5,995,0,5,0,0,1000,0,0
35,394,19,606,375,19,287,118,319,544,137,319,863
36,1000,992,0,8,992,0,8,0,0,1000,0,0
37,107,2,893,105,2,330,128,563,307,130,563,870
38,1000,865,0,135,865,0,135,0,0,1000,0,0
39,345,23,655,322,23,362,177,293,507,200,293,800
