,Route0,Route1,Route2,Route3,Route4,Route5
0,23,13,156,39,581,188
1,406,346,18,6,165,59
2,592,214,17,14,80,83
3,524,242,17,23,57,137
4,510,204,29,24,52,181
5,199,119,22,23,65,572
6,589,261,15,13,32,90
7,212,114,14,19,73,568
8,570,260,21,9,40,100
9,330,159,16,15,78,402
10,496,177,69,19,45,194
11,146,101,46,23,69,615
12,591,250,23,12,42,82
13,414,173,22,16,81,294
14,307,127,39,27,86,414
15,508,188,78,16,65,145
16,120,84,52,29,73,642
17,610,236,23,10,33,88
18,476,186,57,10,84,187
19,224,116,330,14,74,242
20,565,104,30,102,40,159
21,117,83,37,60,116,587
22,669,183,21,24,36,67
23,125,111,348,18,240,158
24,637,94,4,123,53,89
25,148,84,13,93,71,591
26,649,182,9,30,36,94
27,200,118,139,37,327,179
28,646,192,11,23,42,86
29,115,101,38,17,332,397
30,609,253,11,6,33,88
31,121,126,206,12,252,283
32,658,173,4,33,31,101
33,123,102,18,27,233,497
34,555,281,17,15,30,102
35,119,102,221,18,336,204
36,631,199,5,21,35,109
37,208,123,10,83,83,493
38,583,229,37,22,33,96
39,116,96,52,18,405,313
40,603,261,7,9,25,95
41,187,130,112,18,102,451
42,541,233,74,17,39,96
43,117,117,74,24,403,265
44,618,220,12,17,43,90
45,127,102,81,16,101,573
46,587,220,39,9,33,112
47,134,111,278,22,239,216
48,619,142,1,82,38,118
49,198,99,27,97,205,374
50,554,202,70,27,46,101
51,135,97,123,18,355,272
52,617,224,10,16,43,90
53,146,111,71,23,162,487
54,537,258,51,19,39,96
55,141,113,115,28,376,227
56,630,196,11,12,36,115
57,154,100,60,22,167,497
58,562,234,45,14,39,106
59,129,104,161,23,330,253
60,599,225,9,19,43,105
61,191,120,61,46,150,432
62,509,231,77,35,41,107
63,144,105,107,29,375,240
64,606,223,8,17,37,109
65,149,117,71,24,168,471
66,555,219,47,18,42,119
67,137,118,153,25,304,263
68,603,196,23,18,43,117
69,164,103,71,34,258,370
70,521,240,56,23,61,99
71,148,114,109,31,320,278
72,562,221,36,23,42,116
73,143,101,91,25,277,363
74,591,201,36,19,44,109
75,160,116,112,27,266,319
76,528,209,52,33,57,121
77,133,122,88,17,315,325
78,573,234,36,12,41,104
79,153,117,93,18,275,344
80,544,210,50,23,61,112
81,168,108,111,28,305,280
82,498,237,47,31,69,118
83,185,112,85,22,253,343
84,485,208,73,28,64,142
85,158,95,106,31,323,287
86,591,218,27,19,49,96
87,165,100,71,22,263,379
88,522,211,67,18,58,124
89,165,122,117,25,271,300
90,522,194,52,32,66,134
91,182,100,95,30,299,294
92,547,181,55,31,71,115
93,180,104,120,21,252,323
94,495,214,66,29,74,122
95,193,103,77,28,293,306
96,500,214,64,26,86,110
97,169,118,94,39,306,274
98,503,184,67,25,86,135
99,207,104,99,29,256,305
