,Route0,Route1,Route2,Route3,Route4,Route5
0,118,84,199,107,296,196
1,364,311,62,118,40,105
2,207,96,89,94,173,341
3,327,178,120,95,101,179
4,231,122,138,91,175,243
5,248,134,167,119,125,207
6,254,132,158,96,140,220
7,246,125,170,129,131,199
8,245,122,151,134,140,208
9,277,126,157,111,135,194
10,249,127,149,120,157,198
11,264,126,155,102,145,208
12,257,132,137,121,154,199
13,233,128,171,112,156,200
14,257,139,121,119,166,198
15,228,121,146,108,176,221
16,287,127,165,113,125,183
17,229,124,158,108,183,198
18,267,136,149,120,140,188
19,242,130,138,115,168,207
20,257,152,129,116,143,203
21,225,122,157,94,188,214
22,283,144,152,119,105,197
23,219,126,157,111,168,219
24,276,142,138,104,131,209
25,231,137,141,111,183,197
26,278,127,145,113,137,200
27,262,120,154,95,159,210
28,265,124,138,118,146,209
29,275,113,163,107,150,192
30,263,117,144,113,149,214
31,259,137,146,121,138,199
32,246,130,154,85,158,227
33,257,140,146,118,150,189
34,243,138,158,115,157,189
35,269,106,143,112,149,221
36,265,107,172,120,141,195
37,241,141,137,127,144,210
38,268,118,152,109,148,205
39,277,115,146,104,158,200
40,250,125,144,119,145,217
41,248,136,159,100,150,207
42,243,133,154,123,148,199
43,236,121,152,106,172,213
44,272,153,124,141,123,187
45,217,118,166,100,174,225
46,270,153,123,115,146,193
47,247,122,161,96,166,208
48,273,135,135,125,141,191
49,217,140,163,112,154,214
50,279,126,138,126,145,186
51,266,124,147,105,171,187
52,263,133,147,118,136,203
53,259,113,163,91,197,177
54,288,142,144,94,139,193
55,227,113,142,120,186,212
56,257,158,145,99,138,203
57,233,143,144,100,166,214
58,264,140,136,109,142,209
59,243,134,153,113,156,201
60,255,148,134,119,129,215
61,241,127,153,123,146,210
62,267,120,137,119,151,206
63,252,140,149,99,152,208
64,253,128,153,118,152,196
65,269,131,147,105,131,217
66,260,126,141,93,188,192
67,279,132,129,116,144,200
68,238,122,163,95,165,217
69,273,142,141,140,130,174
70,249,112,157,101,162,219
71,280,149,137,102,147,185
72,238,132,154,110,174,192
73,258,136,147,105,159,195
74,262,111,138,115,151,223
75,236,128,164,116,151,205
76,267,125,150,111,150,197
77,262,148,145,91,163,191
78,257,117,137,120,150,219
79,252,135,151,116,144,202
80,262,118,159,109,162,190
81,255,114,142,109,144,236
82,283,121,155,105,126,210
83,247,125,155,108,162,203
84,279,119,131,113,165,193
85,250,111,149,133,156,201
86,265,145,155,102,138,195
87,240,116,154,117,166,207
88,264,146,155,92,147,196
89,264,118,145,124,143,206
90,248,126,152,106,158,210
91,271,132,156,111,143,187
92,233,96,163,127,162,219
93,271,140,130,120,141,198
94,260,113,173,108,149,197
95,256,128,156,111,136,213
96,251,113,143,133,141,219
97,258,123,153,117,146,203
98,252,131,174,107,140,196
99,227,122,140,119,164,228
100,292,115,158,110,131,194
101,224,123,139,113,163,238
102,256,168,151,110,134,181
103,233,125,134,88,188,232
104,252,174,144,105,148,177
105,251,130,129,114,188,188
106,271,138,128,109,142,212
107,246,124,148,103,189,190
108,273,129,155,111,138,194
109,251,129,141,107,154,218
110,258,125,142,116,144,215
111,264,122,156,112,150,196
112,254,128,144,136,140,198
113,269,129,161,102,131,208
114,242,103,143,112,184,216
115,285,144,158,109,138,166
116,222,115,141,117,163,242
117,275,139,138,95,153,200
118,252,110,152,96,165,225
119,273,156,137,108,136,190
120,230,151,147,107,174,191
121,277,137,154,102,145,185
122,228,126,127,107,182,230
123,275,155,136,92,141,201
124,237,121,154,113,180,195
125,270,130,153,125,131,191
126,248,118,147,123,160,204
127,255,131,151,118,137,208
128,244,131,153,100,155,217
129,265,127,172,101,131,204
130,222,141,149,115,147,226
131,274,146,139,95,157,189
132,253,115,153,122,143,214
133,260,122,151,111,162,194
134,229,128,156,113,166,208
135,291,148,128,109,131,193
136,234,124,150,117,166,209
137,255,146,150,123,133,193
138,251,104,150,89,175,231
139,270,142,141,127,131,189
140,234,117,146,103,185,215
141,262,136,158,113,150,181
142,242,122,129,127,166,214
