,Road0,Road1,Road2,Road3,Road4,Road5,Road6,Road7,Road8,Road9,Road10,Road11
0,120,21,880,99,21,772,42,108,829,63,108,937
1,810,383,190,427,383,133,406,57,154,789,57,211
2,784,658,216,126,658,102,121,114,107,779,114,221
3,784,628,216,156,628,97,158,119,95,786,119,214
4,751,559,249,192,559,103,189,146,106,748,146,252
5,461,284,539,177,284,102,181,437,98,465,437,535
6,823,520,177,303,520,81,282,96,102,802,96,198
7,225,92,775,133,92,96,127,679,102,219,679,781
8,859,588,141,271,588,46,267,95,50,855,95,145
9,748,526,252,222,526,84,208,168,98,734,168,266
10,662,442,338,220,442,104,208,234,116,650,234,350
11,370,204,630,166,204,107,153,523,120,357,523,643
12,853,515,147,338,515,66,313,81,91,828,81,172
13,346,198,654,148,198,98,142,556,104,340,556,660
14,859,583,141,276,583,56,252,85,80,835,85,165
15,442,258,558,184,258,95,168,463,111,426,463,574
16,789,509,211,280,509,67,222,144,125,731,144,269
17,322,174,678,148,174,106,129,572,125,303,572,697
18,846,571,154,275,571,58,262,96,71,833,96,167
19,503,329,497,174,329,103,169,394,108,498,394,502
20,657,413,343,244,413,92,188,251,148,601,251,399
21,463,258,537,205,258,108,173,429,140,431,429,569
22,689,443,311,246,443,102,211,209,137,654,209,346
23,440,243,560,197,243,118,159,442,156,402,442,598
24,732,445,268,287,445,91,231,177,147,676,177,324
25,418,219,582,199,219,114,144,468,169,363,468,637
26,780,494,220,286,494,85,233,135,138,727,135,273
27,485,266,515,219,266,104,139,411,184,405,411,595
28,708,395,292,313,395,104,224,188,193,619,188,381
29,472,237,528,235,237,124,157,404,202,394,404,606
30,687,381,313,306,381,113,209,200,210,590,200,410
31,497,241,503,256,241,134,151,369,239,392,369,608
32,674,389,326,285,389,140,212,186,213,601,186,399
33,559,276,441,283,276,123,157,318,249,433,318,567
34,566,306,434,260,306,172,204,262,228,510,262,490
35,550,266,450,284,266,156,172,294,268,438,294,562
36,578,311,422,267,311,173,210,249,230,521,249,479
37,556,275,444,281,275,165,172,279,274,447,279,553
38,605,313,395,292,313,177,213,218,256,526,218,474
39,530,286,470,244,286,172,158,298,258,444,298,556
40,581,313,419,268,313,183,185,236,266,498,236,502
41,544,279,456,265,279,199,199,257,265,478,257,522
42,572,294,428,278,294,189,172,239,295,466,239,534
43,552,290,448,262,290,214,198,234,278,488,234,512
44,525,282,475,243,282,230,166,245,307,448,245,552
45,596,322,404,274,322,215,212,189,277,534,189,466
46,500,249,500,251,249,233,171,267,313,420,267,580
47,620,332,380,288,332,189,214,191,263,546,191,454
48,499,250,501,249,250,228,173,273,304,423,273,577
49,612,369,388,243,369,199,187,189,255,556,189,444
50,476,245,524,231,245,229,158,295,302,403,295,597
51,623,384,377,239,384,191,206,186,224,590,186,410
52,482,230,518,252,230,248,176,270,324,406,270,594
53,613,332,387,281,332,210,229,177,262,561,177,439
54,501,282,499,219,282,251,144,248,326,426,248,574
55,592,333,408,259,333,212,209,196,262,542,196,458
56,509,260,491,249,260,245,186,246,308,446,246,554
57,581,321,419,260,321,216,184,203,292,505,203,495
58,517,295,483,222,295,242,177,241,287,472,241,528
59,525,284,475,241,284,248,184,227,305,468,227,532
60,564,300,436,264,300,242,188,194,318,488,194,512
61,492,270,508,222,270,275,178,233,319,448,233,552
62,602,340,398,262,340,209,188,189,283,528,189,472
63,465,261,535,204,261,276,168,259,312,429,259,571
64,630,345,370,285,345,198,204,172,279,549,172,451
65,490,265,510,225,265,268,170,242,323,435,242,565
66,588,315,412,273,315,238,223,174,288,538,174,462
67,471,243,529,228,243,294,176,235,346,419,235,581
68,618,360,382,258,360,199,221,183,236,581,183,419
69,482,279,518,203,279,270,151,248,322,430,248,570
70,564,290,436,274,290,221,197,215,298,487,215,513
71,526,291,474,235,291,277,200,197,312,491,197,509
72,565,327,435,238,327,224,176,211,286,503,211,497
73,519,264,481,255,264,261,194,220,322,458,220,542
74,563,326,437,237,326,232,198,205,271,524,205,476
75,494,288,506,206,288,266,162,240,310,450,240,550
76,588,331,412,257,331,224,189,188,292,520,188,480
77,504,272,496,232,272,269,176,227,325,448,227,552
78,583,325,417,258,325,219,209,198,268,534,198,466
79,484,257,516,227,257,269,163,247,333,420,247,580
80,588,324,412,264,324,223,214,189,273,538,189,462
81,486,244,514,242,244,272,180,242,334,424,242,576
82,582,350,418,232,350,236,208,182,260,558,182,442
83,492,278,508,214,278,273,167,235,320,445,235,555
84,582,317,418,265,317,222,212,196,275,529,196,471
85,501,292,499,209,292,277,169,222,317,461,222,539
86,551,289,449,262,289,251,204,198,309,493,198,507
87,519,294,481,225,294,227,158,254,294,452,254,548
88,577,334,423,243,334,232,192,191,283,526,191,474
89,475,259,525,216,259,291,164,234,343,423,234,577
90,600,346,400,254,346,228,190,172,292,536,172,464
91,475,266,525,209,266,280,165,245,324,431,245,569
92,587,350,413,237,350,229,203,184,263,553,184,447
93,465,264,535,201,264,273,153,262,321,417,262,583
94,606,311,394,295,311,193,235,201,253,546,201,454
95,471,240,529,231,240,275,177,254,329,417,254,583
96,598,343,402,255,343,201,208,201,248,551,201,449
97,497,251,503,246,251,282,194,221,334,445,221,555
98,586,355,414,231,355,218,188,196,261,543,196,457
99,479,251,521,228,251,285,190,236,323,441,236,559
