,Road0,Road1,Road2,Road3,Road4,Road5,Road6,Road7,Road8,Road9,Road10,Road11
0,266,103,734,163,103,647,141,87,669,244,87,756
1,892,476,108,416,476,65,403,43,78,879,43,121
2,247,111,753,136,111,129,112,624,153,223,624,777
3,837,669,163,168,669,89,151,74,106,820,74,180
4,756,598,244,158,598,118,109,126,167,707,126,293
5,726,525,274,201,525,152,150,122,203,675,122,325
6,253,108,747,145,108,163,93,584,215,201,584,799
7,826,547,174,279,547,95,254,79,120,801,79,199
8,734,499,266,235,499,146,197,120,184,696,120,304
9,711,466,289,245,466,175,197,114,223,663,114,337
10,546,320,454,226,320,177,169,277,234,489,277,511
11,629,381,371,248,381,163,184,208,227,565,208,435
12,486,249,514,237,249,151,139,363,249,388,363,612
13,740,480,260,260,480,156,238,104,178,718,104,282
14,394,177,606,217,177,188,117,418,288,294,418,706
15,824,534,176,290,534,112,278,64,124,812,64,188
16,406,193,594,213,193,176,126,418,263,319,418,681
17,781,474,219,307,474,129,274,90,162,748,90,252
18,438,171,562,267,171,220,122,342,365,293,342,707
19,762,530,238,232,530,135,227,103,140,757,103,243
20,453,224,547,229,224,239,136,308,332,360,308,640
21,679,408,321,271,408,180,239,141,212,647,141,353
22,423,198,577,225,198,288,149,289,364,347,289,653
23,736,467,264,269,467,146,262,118,153,729,118,271
24,392,185,608,207,185,272,130,336,349,315,336,685
25,742,466,258,276,466,143,255,115,164,721,115,279
26,456,217,544,239,217,258,157,286,340,374,286,626
27,692,429,308,263,429,150,242,158,171,671,158,329
28,411,190,589,221,190,290,122,299,389,312,299,688
29,694,463,306,231,463,160,227,146,164,690,146,310
30,497,273,503,224,273,255,150,248,329,423,248,577
31,643,391,357,252,391,181,247,176,186,638,176,362
32,421,226,579,195,226,299,159,280,335,385,280,615
33,649,365,351,284,365,172,258,179,198,623,179,377
34,440,222,560,218,222,293,162,267,349,384,267,616
35,663,406,337,257,406,178,238,159,197,644,159,356
36,492,270,508,222,270,263,148,245,337,418,245,582
37,638,373,362,265,373,190,235,172,220,608,172,392
38,467,227,533,240,227,265,175,268,330,402,268,598
39,621,367,379,254,367,188,227,191,215,594,191,406
40,452,232,548,220,232,272,163,276,329,395,276,605
41,601,335,399,266,335,197,223,202,240,558,202,442
42,501,265,499,236,265,266,171,233,331,436,233,564
43,601,355,399,246,355,208,216,191,238,571,191,429
44,491,253,509,238,253,274,178,235,334,431,235,569
45,606,358,394,248,358,213,221,181,240,579,181,421
46,511,278,489,233,278,237,162,252,308,440,252,560
47,556,336,444,220,336,249,216,195,253,552,195,448
48,476,246,524,230,246,263,158,261,335,404,261,596
49,627,353,373,274,353,185,222,188,237,575,188,425
50,460,235,540,225,235,302,169,238,358,404,238,596
51,640,384,360,256,384,179,220,181,215,604,181,396
52,479,269,521,210,269,253,147,268,316,416,268,584
53,593,340,407,253,340,212,227,195,238,567,195,433
54,499,260,501,239,260,263,163,238,339,423,238,577
55,623,363,377,260,363,200,240,177,220,603,177,397
56,464,258,536,206,258,279,163,257,322,421,257,579
57,584,321,416,263,321,204,232,212,235,553,212,447
58,480,251,520,229,251,273,168,247,334,419,247,581
59,579,329,421,250,329,214,218,207,246,547,207,453
60,486,271,514,215,271,266,145,248,336,416,248,584
61,609,344,391,265,344,204,220,187,249,564,187,436
62,455,255,545,200,255,290,166,255,324,421,255,579
63,630,370,370,260,370,205,213,165,252,583,165,417
64,476,262,524,214,262,285,141,239,358,403,239,597
65,619,393,381,226,393,219,224,162,221,617,162,383
66,464,251,536,213,251,273,146,263,340,397,263,603
67,619,369,381,250,369,194,224,187,220,593,187,407
68,510,291,490,219,291,253,153,237,319,444,237,556
69,593,332,407,261,332,210,218,197,253,550,197,450
70,454,265,546,189,265,295,151,251,333,416,251,584
71,617,379,383,238,379,200,221,183,217,600,183,400
72,474,269,526,205,269,286,143,240,348,412,240,588
73,599,357,401,242,357,225,210,176,257,567,176,433
74,459,230,541,229,230,269,151,272,347,381,272,619
75,626,391,374,235,391,202,211,172,226,602,172,398
76,498,268,502,230,268,244,159,258,315,427,258,573
77,574,321,426,253,321,206,211,220,248,532,220,468
78,506,267,494,239,267,270,161,224,348,428,224,572
79,621,369,379,252,369,203,233,176,222,602,176,398
80,465,230,535,235,230,298,180,237,353,410,237,590
81,616,389,384,227,389,204,195,180,236,584,180,416
82,460,253,540,207,253,299,164,241,342,417,241,583
83,617,358,383,259,358,196,223,187,232,581,187,419
84,481,269,519,212,269,281,162,238,331,431,238,569
85,609,359,391,250,359,183,205,208,228,564,208,436
86,464,264,536,200,264,271,158,265,313,422,265,578
87,612,360,388,252,360,187,207,201,232,567,201,433
88,495,263,505,232,263,256,139,249,349,402,249,598
89,612,374,388,238,374,203,215,185,226,589,185,411
90,485,270,515,215,270,261,165,254,311,435,254,565
91,593,344,407,249,344,223,218,184,254,562,184,438
92,487,258,513,229,258,262,146,251,345,404,251,596
93,620,356,380,264,356,213,225,167,252,581,167,419
94,478,277,522,201,277,280,170,242,311,447,242,553
95,620,359,380,261,359,204,219,176,246,578,176,422
96,459,261,541,198,261,289,139,252,348,400,252,600
97,644,375,356,269,375,197,220,159,246,595,159,405
98,489,287,511,202,287,270,157,241,315,444,241,556
99,600,349,400,251,349,221,231,179,241,580,179,420
