,Route0,Route1,Route2,Route3,Route4,Route5
0,30,12,107,28,711,112
1,394,384,56,10,102,54
2,630,79,37,31,84,139
3,617,103,49,53,57,121
4,572,109,44,47,67,161
5,268,107,48,61,71,445
6,552,218,54,38,52,86
7,105,97,46,32,78,642
8,578,272,18,18,40,74
9,509,187,22,30,74,178
10,210,147,45,43,71,484
11,552,227,63,24,52,82
12,138,100,37,21,82,622
13,565,274,20,12,39,90
14,456,205,21,20,97,201
15,270,124,51,36,84,435
16,479,222,65,32,63,139
17,214,106,52,32,100,496
18,539,231,52,23,60,95
19,240,120,38,26,88,488
20,519,239,67,16,54,105
21,208,110,43,27,87,525
22,540,237,52,15,41,115
23,246,120,59,25,92,458
24,456,204,100,30,58,152
25,211,97,109,36,88,459
26,470,215,106,26,46,137
27,254,106,122,48,98,372
28,383,141,137,61,63,215
29,268,89,167,60,99,317
30,367,137,145,78,84,189
31,267,80,167,76,102,308
32,326,138,163,66,106,201
33,274,103,145,76,130,272
34,328,129,149,74,111,209
35,267,103,167,75,128,260
36,296,123,138,94,106,243
37,273,103,149,78,158,239
38,302,102,160,74,133,229
39,274,104,152,87,133,250
40,310,126,147,80,124,213
41,251,109,149,62,164,265
42,354,122,122,82,121,199
43,258,107,133,79,177,246
44,370,131,119,64,117,199
45,228,109,126,59,197,281
46,350,146,121,60,139,184
47,241,109,142,65,179,264
48,391,147,113,56,131,162
49,269,89,103,57,196,286
50,309,171,129,56,139,196
51,238,100,132,75,219,236
52,357,159,116,58,141,169
53,247,111,104,49,213,276
54,355,161,108,56,152,168
55,243,110,116,54,206,271
56,365,147,100,56,139,193
57,243,89,118,57,209,284
58,355,182,95,47,145,176
59,253,126,109,50,214,248
60,346,158,97,59,162,178
61,264,109,108,63,218,238
62,341,163,101,45,181,169
63,240,117,123,55,216,249
64,342,163,119,53,160,163
65,239,113,103,56,241,248
66,363,161,91,50,161,174
67,265,117,110,64,207,237
68,332,148,96,54,185,185
69,259,103,122,50,204,262
70,350,157,101,52,155,185
71,266,104,99,70,208,253
72,329,170,115,40,162,184
73,254,103,116,75,218,234
74,334,165,113,57,170,161
75,286,110,103,57,193,251
76,333,143,114,56,186,168
77,251,97,131,75,211,235
78,304,159,95,66,183,193
79,279,113,123,55,186,244
80,347,137,94,50,167,205
81,267,96,129,66,207,235
82,351,146,95,62,185,161
83,271,91,108,69,222,239
84,309,182,111,46,174,178
85,259,102,123,59,208,249
86,339,163,116,52,160,170
87,250,123,114,57,197,259
88,348,152,107,53,162,178
89,233,97,110,50,247,263
90,363,176,82,41,150,188
91,258,106,93,53,231,259
92,352,167,75,57,175,174
93,277,112,116,48,217,230
94,325,155,111,43,179,187
95,267,113,99,72,215,234
96,346,145,105,52,172,180
97,285,100,117,66,209,223
98,307,155,117,62,167,192
99,263,97,125,71,217,227
