,Route0,Route1,Route2,Route3,Route4,Route5
0,21,8,87,23,744,117
1,403,358,48,14,118,59
2,656,110,36,30,71,97
3,594,154,45,47,49,111
4,521,192,49,53,41,144
5,358,162,42,46,35,357
6,336,168,45,38,28,385
7,336,170,47,44,34,369
8,255,161,48,49,40,447
9,538,222,53,34,32,121
10,116,119,40,32,45,648
11,611,262,20,16,16,75
12,192,131,21,17,61,578
13,605,241,28,9,31,86
14,226,125,19,19,60,551
15,560,264,37,9,32,98
16,217,116,19,27,62,559
17,550,290,36,16,27,81
18,173,115,21,17,82,592
19,592,255,19,9,42,83
20,313,155,25,15,67,425
21,420,191,87,28,43,231
22,249,123,66,39,65,458
23,428,217,100,23,47,185
24,226,131,85,40,72,446
25,430,187,111,27,43,202
26,243,107,125,37,78,410
27,412,175,128,40,40,205
28,243,117,157,45,73,365
29,294,175,184,61,57,229
30,262,112,131,62,86,347
31,301,163,177,52,67,240
32,261,114,128,60,87,350
33,338,125,156,55,76,250
34,277,110,176,57,112,268
35,303,132,120,63,115,267
36,284,115,168,57,118,258
37,296,122,163,80,117,222
38,252,135,129,58,136,290
39,302,138,157,60,138,205
40,263,111,115,59,142,310
41,310,152,136,58,130,214
42,251,130,134,55,164,266
43,309,130,123,61,179,198
44,269,117,128,56,182,248
45,288,137,111,60,177,227
46,295,135,124,71,165,210
47,271,125,122,56,188,238
48,293,149,116,60,182,200
49,285,127,111,50,195,232
50,255,157,115,68,179,226
51,282,143,97,54,203,221
52,276,143,132,66,179,204
53,293,123,122,66,170,226
54,284,135,95,74,201,211
55,308,131,119,50,186,206
56,270,127,108,61,192,242
57,313,118,125,64,190,190
58,265,148,105,57,192,233
59,289,124,110,54,189,234
60,269,149,112,74,176,220
61,269,136,109,66,200,220
62,267,156,117,59,198,203
63,282,144,88,62,195,229
64,276,144,122,56,181,221
65,302,130,88,64,196,220
66,263,149,111,56,186,235
67,277,137,115,45,211,215
68,312,131,91,60,186,220
69,263,143,124,59,188,223
70,285,136,91,56,203,229
71,276,146,117,66,194,201
72,285,139,105,60,196,215
73,288,132,100,64,198,218
74,260,151,129,54,194,212
75,291,132,101,60,200,216
76,300,131,100,53,201,215
77,294,138,106,50,193,219
78,259,145,99,58,200,239
79,310,137,114,49,203,187
80,263,138,101,63,212,223
81,287,156,111,58,174,214
82,290,132,101,54,202,221
83,278,145,118,42,207,210
84,316,127,96,51,183,227
85,248,136,107,57,224,228
86,308,146,100,52,190,204
87,275,124,107,58,192,244
88,270,157,92,61,203,217
89,284,138,97,41,205,235
90,294,142,99,51,202,212
91,292,144,101,47,205,211
92,287,140,100,58,192,223
93,311,124,106,58,179,222
94,284,131,99,60,196,230
95,270,144,95,54,211,226
96,318,125,109,43,184,221
97,274,125,108,65,189,239
98,316,129,105,43,181,226
99,256,145,94,53,222,230
