,Route0,Route1,Route2,Route3,Route4,Route5
0,21,10,89,32,740,108
1,383,386,41,20,113,57
2,658,88,38,33,69,114
3,628,111,45,47,50,119
4,559,146,46,43,60,146
5,284,135,42,46,56,437
6,520,241,62,41,40,96
7,92,90,43,37,59,679
8,588,248,23,19,27,95
9,526,185,37,23,61,168
10,442,173,47,35,69,234
11,204,118,48,35,72,523
12,515,294,44,19,47,81
13,198,119,29,23,75,556
14,583,235,41,17,39,85
15,258,151,33,17,78,463
16,509,207,73,15,52,144
17,174,99,49,30,76,572
18,571,245,30,17,41,96
19,329,147,27,22,81,394
20,413,164,80,24,68,251
21,258,138,67,35,73,429
22,443,181,65,30,72,209
23,243,126,71,33,85,442
24,445,198,89,33,58,177
25,219,112,87,32,82,468
26,494,204,82,29,56,135
27,266,111,108,28,76,411
28,395,182,131,42,62,188
29,237,111,124,46,78,404
30,381,164,142,45,68,200
31,241,104,152,47,87,369
32,389,143,142,69,71,186
33,276,116,167,41,82,318
34,306,120,140,84,88,262
35,266,107,177,65,91,294
36,311,121,146,89,84,249
37,275,110,171,62,103,279
38,313,131,161,82,95,218
39,286,98,146,60,112,298
40,313,118,150,67,116,236
41,279,118,147,81,118,257
42,294,100,178,72,117,239
43,290,108,154,90,124,234
44,282,90,153,76,154,245
45,322,133,141,79,136,189
46,249,112,139,59,174,267
47,332,149,139,65,124,191
48,250,109,140,64,164,273
49,369,128,115,59,140,189
50,245,97,134,61,168,295
51,384,139,100,67,124,186
52,230,109,143,67,181,270
53,332,159,122,70,140,177
54,282,97,122,47,204,248
55,333,145,114,64,148,196
56,260,127,122,59,186,246
57,321,129,131,55,161,203
58,295,109,113,68,174,241
59,284,123,118,61,187,227
60,300,121,143,67,175,194
61,270,110,112,68,207,233
62,340,130,132,58,151,189
63,261,99,105,69,207,259
64,345,154,131,50,148,172
65,265,111,114,59,209,242
66,315,159,114,64,174,174
67,243,107,121,69,225,235
68,360,172,86,49,150,183
69,279,106,97,45,225,248
70,290,159,115,38,183,215
71,291,126,109,74,203,197
72,327,127,111,49,175,211
73,264,124,131,70,191,220
74,326,132,105,66,166,205
75,288,94,112,68,198,240
76,331,137,120,52,172,188
77,272,106,126,70,199,227
78,325,147,111,62,157,198
79,257,113,114,50,219,247
80,324,165,99,49,174,189
81,244,126,116,54,218,242
82,350,148,84,60,176,182
83,278,107,107,60,213,235
84,317,157,108,55,167,196
85,292,108,101,61,216,222
86,289,145,117,59,192,198
87,294,105,120,53,174,254
88,334,124,119,68,164,191
89,259,100,116,64,227,234
90,346,141,113,49,179,172
91,266,105,104,60,220,245
92,350,146,91,57,172,184
93,264,108,93,45,228,262
94,311,189,106,46,147,201
95,240,124,107,53,222,254
96,343,166,89,42,159,201
97,251,135,111,59,223,221
98,355,143,88,45,173,196
99,251,129,99,61,224,236
