,Route0,Route1,Route2,Route3,Route4,Route5
0,106,69,98,71,578,78
1,474,354,46,49,34,43
2,96,88,22,19,120,655
3,685,148,16,11,58,82
4,573,98,56,14,126,133
5,491,136,80,22,130,141
6,441,159,81,33,136,150
7,279,133,71,29,158,330
8,478,179,81,38,124,100
9,144,82,73,35,152,514
10,528,245,40,19,91,77
11,447,180,54,17,149,153
12,308,136,115,30,144,267
13,358,152,121,57,120,192
14,293,102,126,51,144,284
15,384,157,111,61,121,166
16,253,98,141,51,148,309
17,442,154,108,71,86,139
18,207,84,147,40,161,361
19,520,195,74,40,68,103
20,193,83,129,36,158,401
21,472,233,77,38,76,104
22,232,97,131,29,198,313
23,428,173,109,53,97,140
24,200,82,135,48,212,323
25,485,195,68,48,90,114
26,229,95,119,46,181,330
27,412,184,95,50,100,159
28,223,107,145,44,199,282
29,376,152,101,78,112,181
30,218,103,122,52,245,260
31,418,181,75,49,130,147
32,238,102,112,45,219,284
33,393,206,90,41,111,159
34,240,108,98,53,236,265
35,401,179,83,46,118,173
36,229,102,118,42,218,291
37,400,181,95,50,111,163
38,219,98,101,61,248,273
39,440,189,78,45,105,143
40,243,96,100,34,251,276
41,427,184,74,42,124,149
42,259,89,109,42,242,259
43,396,171,89,51,142,151
44,219,99,116,55,224,287
45,415,190,70,40,123,162
46,224,110,109,39,227,291
47,394,186,91,50,118,161
48,241,101,127,41,220,270
49,385,196,63,46,138,172
50,254,98,104,58,224,262
51,366,158,106,43,143,184
52,230,109,123,64,215,259
53,399,168,80,54,146,153
54,257,96,111,52,220,264
55,353,171,96,46,144,190
56,293,114,108,48,214,223
57,324,158,99,61,156,202
58,237,96,128,65,212,262
59,364,186,98,45,131,176
60,234,98,108,56,242,262
61,368,180,89,42,135,186
62,286,84,105,57,224,244
63,376,158,84,53,145,184
64,245,89,128,58,224,256
65,374,193,103,51,120,159
66,257,112,110,56,223,242
67,376,163,70,56,162,173
68,237,99,120,37,229,278
69,373,173,72,59,140,183
70,290,112,118,50,196,234
71,349,157,91,68,151,184
72,277,85,121,46,219,252
73,344,153,90,77,141,195
74,245,101,116,67,226,245
75,349,181,105,52,138,175
76,266,109,100,54,217,254
77,346,182,101,61,135,175
78,227,103,110,60,234,266
79,364,189,85,51,140,171
80,237,103,118,49,225,268
81,374,161,86,33,174,172
82,255,102,118,59,206,260
83,364,173,87,41,133,202
84,269,98,129,40,227,237
85,360,173,63,66,153,185
86,250,100,124,51,223,252
87,361,167,92,50,154,176
88,266,95,105,58,231,245
89,369,161,80,57,137,196
90,259,94,119,55,239,234
91,392,176,75,42,141,174
92,265,106,97,60,214,258
93,362,160,94,46,155,183
94,269,99,109,56,206,261
95,347,159,112,51,150,181
96,260,93,99,62,214,272
97,341,181,106,43,137,192
98,279,107,104,48,218,244
99,346,158,86,64,168,178
