,Route0,Route1,Route2,Route3,Route4,Route5
0,189,142,182,120,205,162
1,225,135,140,128,164,208
2,238,129,166,101,133,233
3,255,138,146,115,136,210
4,238,125,159,117,147,214
5,263,135,160,106,125,211
6,254,110,152,110,159,215
7,312,111,132,105,129,211
8,275,113,137,99,144,232
9,276,120,124,104,156,220
10,302,117,140,90,141,210
11,299,108,137,103,156,197
12,294,102,142,96,156,210
13,309,99,131,99,142,220
14,316,97,150,84,135,218
15,314,90,145,84,149,218
16,318,84,142,79,156,221
17,315,105,127,92,152,209
18,307,93,132,79,151,238
19,337,100,131,85,133,214
20,318,77,133,87,166,219
21,344,80,147,77,139,213
22,307,89,140,82,147,235
23,335,87,126,88,150,214
24,326,80,150,81,137,226
25,331,81,129,101,146,212
26,293,91,152,93,151,220
27,325,100,136,94,137,208
28,322,79,144,87,155,213
29,338,88,128,93,150,203
30,311,90,152,73,157,217
31,323,98,132,75,138,234
32,318,79,131,88,150,234
33,333,80,132,84,157,214
34,330,95,130,79,142,224
35,321,87,144,85,159,204
36,339,84,134,87,148,208
37,346,87,138,80,150,199
38,317,77,130,90,179,207
39,340,84,119,95,134,228
40,312,83,143,85,160,217
41,336,77,144,91,144,208
42,325,67,151,88,150,219
43,349,80,138,90,133,210
44,328,71,155,82,154,210
45,347,77,120,89,141,226
46,312,87,152,90,150,209
47,348,83,124,96,143,206
48,316,75,139,83,162,225
49,339,83,139,75,147,217
50,335,81,127,83,141,233
51,320,87,135,76,162,220
52,336,62,128,81,159,234
53,351,84,139,71,148,207
54,335,79,131,82,155,218
55,350,70,128,92,160,200
56,328,85,133,83,164,207
57,335,66,152,74,162,211
58,364,75,133,84,149,195
59,314,75,152,83,161,215
60,346,76,116,95,161,206
61,330,70,149,82,149,220
62,341,78,125,92,140,224
63,317,67,154,80,172,210
64,342,86,127,86,145,214
65,319,94,122,85,160,220
66,311,89,154,73,154,219
67,363,91,133,67,129,217
68,329,66,138,66,167,234
69,359,81,136,88,137,199
70,312,56,149,72,165,246
71,376,86,121,72,133,212
72,316,67,121,74,185,237
73,379,90,125,81,121,204
74,308,68,131,81,178,234
75,357,104,131,81,139,188
76,311,72,133,88,168,228
77,343,95,146,75,136,205
78,330,74,125,79,175,217
79,346,78,123,71,164,218
80,358,87,122,81,152,200
81,304,67,130,71,197,231
82,383,93,111,74,140,199
83,315,82,118,80,191,214
84,327,76,110,90,168,229
85,347,73,175,65,142,198
86,358,71,127,81,133,230
87,340,67,133,78,155,227
88,366,64,128,73,164,205
89,355,77,129,82,152,205
90,339,68,126,66,174,227
91,351,72,124,85,141,227
92,332,70,146,75,160,217
93,342,79,149,73,150,207
94,346,95,121,69,146,223
95,326,79,133,85,148,229
96,342,78,131,78,164,207
97,338,83,121,84,162,212
98,335,90,131,77,167,200
99,337,75,126,76,150,236
