,Route0,Route1,Route2,Route3,Route4,Route5
0,103,73,90,68,579,87
1,476,375,41,28,37,43
2,111,93,43,19,110,624
3,669,132,36,19,70,74
4,598,85,73,24,94,126
5,525,105,96,45,107,122
6,108,50,95,43,120,584
7,547,227,52,27,68,79
8,499,168,67,29,117,120
9,466,154,91,43,132,114
10,320,128,98,41,136,277
11,381,136,112,48,115,208
12,249,98,139,41,110,363
13,480,170,90,68,88,104
14,177,67,150,50,138,418
15,534,241,49,37,75,64
16,193,92,121,34,142,418
17,474,218,89,56,73,90
18,171,83,184,39,181,342
19,530,163,69,64,71,103
20,224,86,143,50,189,308
21,408,160,111,79,101,141
22,198,84,141,65,223,289
23,467,197,72,65,81,118
24,185,78,129,52,220,336
25,466,201,75,54,89,115
26,217,109,130,48,210,286
27,429,172,91,70,80,158
28,190,78,143,44,246,299
29,463,164,67,63,97,146
30,273,92,132,58,197,248
31,391,171,81,76,105,176
32,226,86,109,73,226,280
33,365,195,89,63,109,179
34,222,103,115,59,234,267
35,406,174,83,64,114,159
36,270,95,127,53,210,245
37,373,173,92,62,128,172
38,227,111,129,64,201,268
39,367,163,91,64,124,191
40,232,104,116,59,213,276
41,335,157,109,66,131,202
42,265,108,128,63,203,233
43,355,145,101,71,137,191
44,253,104,134,74,200,235
45,358,151,97,70,143,181
46,278,104,129,58,179,252
47,336,126,94,90,159,195
48,246,98,132,60,203,261
49,353,163,111,59,126,188
50,235,101,124,68,234,238
51,384,162,94,58,121,181
52,269,95,115,52,201,268
53,340,158,95,69,143,195
54,260,105,134,58,205,238
55,363,170,90,70,130,177
56,258,100,106,63,216,257
57,321,167,96,65,139,212
58,251,107,122,61,212,247
59,329,154,96,64,150,207
60,271,90,125,55,211,248
61,344,155,110,65,139,187
62,255,94,106,72,218,255
63,370,158,102,55,150,165
64,262,81,133,60,225,239
65,393,148,78,76,143,162
66,251,92,121,54,219,263
67,369,165,85,59,135,187
68,291,98,121,55,198,237
69,332,143,118,75,135,197
70,265,80,109,71,224,251
71,379,153,85,68,132,183
72,269,88,117,55,231,240
73,357,151,91,59,166,176
74,230,93,136,58,211,272
75,391,151,84,60,142,172
76,268,97,133,62,182,258
77,321,149,104,62,144,220
78,267,95,144,66,204,224
79,369,151,101,82,121,176
80,230,110,125,70,228,237
81,389,134,93,61,143,180
82,253,88,119,76,223,241
83,358,159,100,64,132,187
84,269,92,120,70,211,238
85,359,150,100,55,128,208
86,264,86,114,72,199,265
87,360,149,103,58,129,201
88,263,98,134,41,215,249
89,374,147,91,68,135,185
90,270,99,116,66,195,254
91,344,148,101,70,153,184
92,258,87,142,59,203,251
93,356,158,106,67,146,167
94,277,97,104,73,207,242
95,359,160,101,59,145,176
96,261,86,112,53,236,252
97,375,171,98,49,148,159
98,287,94,108,63,207,241
99,349,164,87,67,154,179
