,Route0,Route1,Route2,Route3,Route4,Route5
0,252,182,149,139,153,125
1,143,77,136,68,334,242
2,476,250,33,46,65,130
3,214,89,67,36,203,391
4,476,199,68,24,109,124
5,253,82,105,33,207,320
6,465,186,76,33,105,135
7,231,82,97,34,254,302
8,502,228,42,29,93,106
9,224,74,86,20,263,333
10,509,212,44,16,111,108
11,247,87,106,15,243,302
12,487,196,54,33,104,126
13,222,96,98,26,252,306
14,515,187,45,25,105,123
15,233,71,83,23,298,292
16,519,199,34,13,120,115
17,274,85,83,16,227,315
18,503,186,57,19,107,128
19,227,84,100,19,267,303
20,498,215,44,22,97,124
21,246,96,78,15,237,328
22,483,208,57,23,106,123
23,194,87,83,14,282,340
24,528,206,32,17,111,106
25,247,76,103,15,278,281
26,542,216,22,14,108,98
27,258,85,76,19,221,341
28,478,201,59,19,105,138
29,219,95,95,15,281,295
30,517,219,37,15,101,111
31,221,72,63,18,267,359
32,533,219,37,12,112,87
33,230,83,114,15,277,281
34,527,222,27,16,115,93
35,232,94,70,18,219,367
36,533,183,45,16,90,133
37,247,69,95,23,287,279
38,502,219,44,14,115,106
39,238,90,85,16,239,332
40,488,220,47,7,105,133
41,220,98,87,19,257,319
42,502,213,45,17,102,121
43,210,82,85,10,290,323
44,563,185,31,15,105,101
45,259,94,82,19,235,311
46,484,203,50,24,104,135
47,211,93,94,17,291,294
48,494,221,43,16,127,99
49,237,86,75,17,230,355
50,503,205,49,17,95,131
51,216,99,100,20,272,293
52,511,194,43,19,122,111
53,248,89,83,19,237,324
54,510,202,54,22,95,117
55,236,89,89,21,286,279
56,496,199,43,18,109,135
57,224,90,92,17,263,314
58,496,225,46,17,97,119
59,236,92,70,22,276,304
60,497,210,44,14,104,131
61,244,87,83,13,270,303
62,533,202,40,13,95,117
63,224,91,84,9,283,309
64,508,214,33,13,120,112
65,264,101,81,12,227,315
66,468,192,69,19,104,148
67,244,75,77,23,277,304
68,497,211,47,11,112,122
69,219,80,97,19,276,309
70,524,206,31,13,116,110
71,275,85,81,18,239,302
72,477,210,60,13,105,135
73,229,95,71,15,277,313
74,511,203,41,18,102,125
75,269,91,85,18,254,283
76,441,187,63,15,132,162
77,243,81,89,14,289,284
78,512,191,29,20,123,125
79,259,89,86,17,250,299
80,482,179,58,23,131,127
81,282,87,97,14,199,321
82,465,180,74,28,100,153
83,234,88,93,31,261,293
84,471,197,59,27,114,132
85,222,85,90,17,285,301
86,513,194,37,18,129,109
87,283,103,75,16,238,285
88,437,229,57,16,126,135
89,232,99,81,17,279,292
90,487,182,46,17,120,148
91,259,92,90,24,232,303
92,483,188,49,21,103,156
93,262,94,97,13,274,260
94,470,196,57,15,114,148
95,239,88,75,14,271,313
96,510,177,39,24,120,130
97,251,82,75,13,277,302
98,475,209,48,17,116,135
99,268,110,71,15,254,282
