,Route0,Route1,Route2,Route3,Route4,Route5
0,73,30,97,50,654,96
1,410,383,54,27,79,47
2,583,76,28,17,114,182
3,576,78,58,48,83,157
4,255,66,48,49,86,496
5,677,124,42,30,34,93
6,136,71,31,20,88,654
7,565,280,11,8,46,90
8,538,165,16,18,80,183
9,452,200,49,31,86,182
10,327,151,67,43,96,316
11,369,179,88,35,82,247
12,248,101,83,51,81,436
13,529,226,74,26,54,91
14,129,77,48,18,95,633
15,573,242,23,9,50,103
16,465,192,42,26,107,168
17,361,163,101,35,110,230
18,347,118,151,41,113,230
19,312,130,151,55,94,258
20,300,151,148,53,103,245
21,303,120,144,54,104,275
22,316,131,141,70,106,236
23,269,109,148,63,105,306
24,368,137,146,54,112,183
25,282,101,117,52,117,331
26,342,148,171,71,82,186
27,261,86,139,69,135,310
28,411,123,145,60,81,180
29,278,71,148,51,134,318
30,347,155,127,80,96,195
31,237,73,149,67,165,309
32,410,171,116,56,91,156
33,229,98,126,54,203,290
34,406,161,102,51,116,164
35,246,112,130,46,211,255
36,362,151,109,65,121,192
37,255,98,114,61,214,258
38,359,153,105,53,138,192
39,263,102,119,65,199,252
40,332,145,144,56,134,189
41,244,91,133,55,202,275
42,410,140,96,56,131,167
43,239,110,115,64,220,252
44,356,146,99,68,146,185
45,245,103,137,63,207,245
46,369,153,101,53,149,175
47,275,89,112,68,217,239
48,376,147,113,65,132,167
49,241,90,96,69,240,264
50,384,170,82,54,129,181
51,278,101,103,50,208,260
52,365,159,112,70,126,168
53,251,97,126,55,226,245
54,357,145,102,53,153,190
55,247,84,117,84,202,266
56,380,164,113,52,137,154
57,245,96,134,46,199,280
58,343,150,92,67,163,185
59,281,99,127,65,183,245
60,340,127,140,74,137,182
61,237,102,118,72,225,246
62,364,150,97,57,157,175
63,255,107,120,55,204,259
64,376,155,121,46,124,178
65,287,97,118,61,192,245
66,307,145,115,80,164,189
67,267,86,131,65,186,265
68,378,137,110,74,134,167
69,252,84,136,53,220,255
70,358,139,99,69,152,183
71,320,80,98,58,227,217
72,334,163,108,67,148,180
73,230,115,115,62,238,240
74,384,155,84,50,162,165
75,267,95,116,47,197,278
76,337,173,105,70,152,163
77,236,101,104,63,235,261
78,385,166,92,45,138,174
79,273,102,111,56,202,256
80,341,146,102,61,177,173
81,263,90,121,52,222,252
82,380,153,99,60,131,177
83,253,102,106,53,236,250
84,338,147,137,46,150,182
85,273,102,116,58,210,241
86,341,145,113,69,155,177
87,273,100,113,60,208,246
88,348,144,97,58,150,203
89,255,90,113,65,224,253
90,357,142,107,60,148,186
91,275,89,123,51,210,252
92,364,164,99,68,142,163
93,245,105,103,57,238,252
94,385,165,94,44,134,178
95,277,108,113,51,219,232
96,336,150,108,63,156,187
97,257,87,122,74,224,236
98,345,160,121,44,158,172
99,287,94,87,61,221,250
