,Route0,Route1,Route2,Route3,Route4,Route5
0,108,79,92,83,575,63
1,516,333,40,48,34,29
2,88,84,31,22,119,656
3,662,153,23,13,66,83
4,546,140,43,16,112,143
5,467,161,88,29,130,125
6,388,157,62,42,138,213
7,311,130,87,38,129,305
8,402,163,95,39,127,174
9,204,87,84,43,142,440
10,533,237,55,29,79,67
11,237,110,85,20,161,387
12,545,222,55,29,74,75
13,128,77,153,17,176,449
14,551,250,21,14,101,63
15,292,131,155,19,153,250
16,384,160,82,103,105,166
17,192,60,179,56,169,344
18,512,204,56,57,77,94
19,226,93,152,36,164,329
20,432,200,93,67,86,122
21,202,91,137,41,164,365
22,474,216,83,42,68,117
23,193,96,159,36,183,333
24,472,178,76,56,79,139
25,204,86,135,48,210,317
26,448,196,90,33,97,136
27,222,94,131,34,224,295
28,442,190,68,46,107,147
29,228,103,108,49,223,289
30,421,189,103,39,97,151
31,239,107,116,39,208,291
32,390,186,91,47,126,160
33,224,88,124,46,232,286
34,416,158,84,46,116,180
35,254,93,134,63,187,269
36,404,162,80,57,115,182
37,223,100,122,54,249,252
38,414,194,94,41,120,137
39,221,95,108,51,245,280
40,434,178,89,45,109,145
41,258,99,102,37,213,291
42,400,176,79,51,135,159
43,236,104,105,54,242,259
44,402,178,91,41,132,156
45,250,91,104,47,219,289
46,390,175,82,54,131,168
47,233,106,120,57,233,251
48,366,171,88,60,136,179
49,259,104,116,50,218,253
50,393,161,86,62,110,188
51,235,97,126,49,214,279
52,388,165,104,56,136,151
53,222,88,105,59,222,304
54,392,168,80,47,146,167
55,259,116,126,51,183,265
56,376,156,107,62,134,165
57,257,89,102,53,261,238
58,360,171,93,64,143,169
59,268,103,113,50,199,267
60,347,182,95,59,152,165
61,250,98,113,75,218,246
62,390,150,107,43,129,181
63,252,91,110,64,239,244
64,389,174,77,49,139,172
65,256,93,110,51,226,264
66,376,161,97,48,148,170
67,246,98,121,64,214,257
68,382,148,102,44,136,188
69,271,93,101,62,230,243
70,373,179,83,53,150,162
71,247,87,116,43,227,280
72,387,165,85,47,145,171
73,281,93,123,43,218,242
74,369,158,103,53,139,178
75,259,90,122,49,224,256
76,374,155,101,58,157,155
77,265,88,119,65,216,247
78,374,172,85,62,148,159
79,280,97,108,59,216,240
80,362,162,95,45,144,192
81,266,98,107,48,217,264
82,362,161,97,61,154,165
83,249,105,112,62,218,254
84,349,183,89,54,144,181
85,260,92,129,56,217,246
86,366,169,86,52,142,185
87,250,92,117,46,229,266
88,369,170,78,53,149,181
89,263,98,119,52,204,264
90,356,175,86,51,148,184
91,252,92,105,63,225,263
92,390,172,81,49,139,169
93,278,101,105,56,213,247
94,378,151,105,56,154,156
95,266,98,98,43,229,266
96,348,171,97,59,149,176
97,254,109,117,56,207,257
98,342,161,107,61,158,171
99,260,103,135,51,209,242
