,Road0,Road1,Road2,Road3,Road4,Road5,Road6,Road7,Road8,Road9,Road10,Road11
0,183,40,817,143,40,727,49,90,821,89,90,911
1,835,412,165,423,412,116,391,49,148,803,49,197
2,691,593,309,98,593,122,99,187,121,692,187,308
3,747,587,253,160,587,135,190,118,105,777,118,223
4,664,551,336,113,551,135,137,201,111,688,201,312
5,346,192,654,154,192,140,168,514,126,360,514,640
6,857,631,143,226,631,71,223,72,74,854,72,146
7,277,146,723,131,146,111,126,612,116,272,612,728
8,856,542,144,314,542,51,312,93,53,854,93,146
9,700,498,300,202,498,116,218,184,100,716,184,284
10,508,306,492,202,306,133,203,359,132,509,359,491
11,660,405,340,255,405,123,228,217,150,633,217,367
12,344,182,656,162,182,126,150,530,138,332,530,668
13,858,555,142,303,555,65,282,77,86,837,77,163
14,439,277,561,162,277,104,158,457,108,435,457,565
15,800,505,200,295,505,77,240,123,132,745,123,255
16,302,156,698,146,156,114,128,584,132,284,584,716
17,839,544,161,295,544,67,298,94,64,842,94,158
18,610,420,390,190,420,117,189,273,118,609,273,391
19,497,315,503,182,315,136,161,367,157,476,367,524
20,669,397,331,272,397,123,224,208,171,621,208,379
21,415,238,585,177,238,150,168,435,159,406,435,594
22,772,485,228,287,485,87,225,141,149,710,141,290
23,391,230,609,161,230,123,137,486,147,367,486,633
24,805,525,195,280,525,66,229,129,117,754,129,246
25,401,227,599,174,227,135,147,464,162,374,464,626
26,783,485,217,298,485,79,232,138,145,717,138,283
27,479,267,521,212,267,120,138,401,194,405,401,595
28,705,378,295,327,378,113,232,182,208,610,182,390
29,473,242,527,231,242,151,146,376,236,388,376,612
30,698,413,302,285,413,132,218,170,199,631,170,369
31,512,261,488,251,261,161,160,327,252,421,327,579
32,607,327,393,280,327,177,226,216,231,553,216,447
33,512,255,488,257,255,206,174,282,289,429,282,571
34,644,364,356,280,364,165,201,191,244,565,191,435
35,500,249,500,251,249,222,170,278,303,419,278,581
36,635,338,365,297,338,171,215,194,253,553,194,447
37,506,258,494,248,258,216,169,278,295,427,278,573
38,608,342,392,266,342,175,192,217,249,534,217,466
39,500,254,500,246,254,230,173,270,303,427,270,573
40,621,373,379,248,373,194,191,185,251,564,185,436
41,450,246,550,204,246,260,152,290,312,398,290,602
42,683,384,317,299,384,159,214,158,244,598,158,402
43,446,222,554,224,222,250,148,304,326,370,304,630
44,677,417,323,260,417,146,201,177,205,618,177,382
45,502,282,498,220,282,236,143,262,313,425,262,575
46,587,338,413,249,338,219,215,194,253,553,194,447
47,489,244,511,245,244,258,161,253,342,405,253,595
48,619,362,381,257,362,223,209,158,271,571,158,429
49,466,265,534,201,265,273,134,261,340,399,261,601
50,631,348,369,283,348,180,213,189,250,561,189,439
51,495,262,505,233,262,239,191,266,281,453,266,547
52,585,331,415,254,331,214,198,201,270,529,201,471
53,486,260,514,226,260,277,174,237,329,434,237,566
54,628,314,372,314,314,214,243,158,285,557,158,443
55,446,240,554,206,240,279,160,275,325,400,275,600
56,632,346,368,286,346,200,213,168,273,559,168,441
57,497,266,503,231,266,272,182,231,321,448,231,552
58,589,310,411,279,310,197,205,214,271,515,214,485
59,488,270,512,218,270,265,158,247,325,428,247,572
60,605,349,395,256,349,219,206,176,269,555,176,445
61,459,256,541,203,256,290,164,251,329,420,251,580
62,621,367,379,254,367,176,194,203,236,561,203,439
63,491,264,509,227,264,272,158,237,341,422,237,578
64,612,356,388,256,356,200,217,188,239,573,188,427
65,434,230,566,204,230,299,154,267,349,384,267,616
66,645,375,355,270,375,197,218,158,249,593,158,407
67,466,263,534,203,263,292,152,242,343,415,242,585
68,641,363,359,278,363,185,208,174,255,571,174,429
69,469,233,531,236,233,290,177,241,349,410,241,590
70,618,326,382,292,326,197,205,185,284,531,185,469
71,491,268,509,223,268,263,178,246,308,446,246,554
72,619,361,381,258,361,195,208,186,245,569,186,431
73,418,223,582,195,223,309,160,273,344,383,273,617
74,629,371,371,258,371,189,188,182,259,559,182,441
75,493,284,507,209,284,253,181,254,281,465,254,535
76,636,357,364,279,357,187,195,177,271,552,177,448
77,467,249,533,218,249,275,146,258,347,395,258,605
78,612,344,388,268,344,209,212,179,265,556,179,444
79,482,262,518,220,262,268,175,250,313,437,250,563
80,615,358,385,257,358,218,200,167,275,558,167,442
81,486,265,514,221,265,274,159,240,336,424,240,576
82,618,345,382,273,345,224,202,158,295,547,158,453
83,450,252,550,198,252,284,155,266,327,407,266,593
84,628,349,372,279,349,214,221,158,272,570,158,430
85,468,254,532,214,254,279,133,253,360,387,253,613
86,600,353,400,247,353,213,213,187,247,566,187,434
87,490,264,510,226,264,265,181,245,310,445,245,555
88,609,345,391,264,345,204,224,187,244,569,187,431
89,464,258,536,206,258,296,164,240,338,422,240,578
90,638,354,362,284,354,204,214,158,274,568,158,432
91,440,241,560,199,241,276,152,284,323,393,284,607
92,625,381,375,244,381,212,201,163,255,582,163,418
93,447,259,553,188,259,268,143,285,313,402,285,598
94,620,355,380,265,355,218,188,162,295,543,162,457
95,473,284,527,189,284,267,150,260,306,434,260,566
96,627,346,373,281,346,214,219,159,276,565,159,435
97,435,238,565,197,238,301,158,264,340,396,264,604
98,628,363,372,265,363,212,201,160,276,564,160,436
99,496,283,504,213,283,269,147,235,335,430,235,570
