,Route0,Route1,Route2,Route3,Route4,Route5
0,85,62,146,85,424,198
1,398,338,32,13,164,55
2,343,204,25,14,116,298
3,418,235,34,39,68,206
4,313,158,57,38,70,364
5,360,207,63,40,58,272
6,315,138,75,47,69,356
7,347,178,82,51,66,276
8,282,142,91,53,91,341
9,330,175,106,47,64,278
10,279,133,103,47,79,359
11,334,143,112,51,90,270
12,284,113,113,48,118,324
13,340,148,102,59,105,246
14,267,119,112,56,142,304
15,341,131,121,65,121,221
16,277,98,115,59,165,286
17,340,137,129,65,124,205
18,270,95,115,61,197,262
19,336,168,104,67,136,189
20,245,100,113,56,210,276
21,372,162,109,38,141,178
22,228,111,103,46,233,279
23,368,168,98,42,145,179
24,253,102,114,36,218,277
25,384,161,88,40,146,181
26,255,100,101,46,245,253
27,387,171,85,45,153,159
28,254,100,87,56,249,254
29,370,174,93,41,159,163
30,241,102,107,50,232,268
31,370,156,97,37,151,189
32,272,97,112,47,236,236
33,385,146,102,40,162,165
34,273,87,95,53,234,258
35,384,158,102,34,155,167
36,245,101,103,39,243,269
37,402,151,84,47,148,168
38,258,81,103,40,255,263
39,396,153,100,36,149,166
40,263,92,92,44,243,266
41,417,159,91,34,151,148
42,270,95,97,44,251,243
43,390,157,98,41,154,160
44,260,92,99,45,259,245
45,405,143,92,32,144,184
46,284,105,92,40,216,263
47,390,154,99,39,154,164
48,261,98,104,37,248,252
49,404,164,86,31,153,162
50,254,98,87,36,253,272
51,391,160,80,34,164,171
52,263,93,96,35,273,240
53,422,165,88,35,128,162
54,263,92,93,39,251,262
55,429,155,83,32,142,159
56,283,95,98,34,246,244
57,403,155,92,40,157,153
58,269,96,90,35,253,257
59,389,170,95,32,158,156
60,254,89,102,40,247,268
61,401,151,87,34,155,172
62,290,86,103,44,233,244
63,422,155,86,30,164,143
64,241,112,86,33,282,246
65,402,163,80,28,157,170
66,269,88,88,38,248,269
67,422,145,86,33,152,162
68,284,98,100,38,255,225
69,393,169,79,37,161,161
70,272,104,77,38,259,250
71,378,163,90,45,165,159
72,275,98,87,42,256,242
73,401,140,98,37,151,173
74,275,83,87,44,248,263
75,418,154,90,37,141,160
76,267,92,103,40,260,238
77,429,165,85,24,154,143
78,255,82,96,26,258,283
79,427,170,82,23,149,149
80,258,84,90,37,275,256
81,466,147,77,21,140,149
82,278,75,94,29,263,261
83,423,160,73,25,151,168
84,272,104,93,37,237,257
85,405,147,83,38,164,163
86,287,97,101,39,232,244
87,400,151,90,42,161,156
88,284,88,89,47,233,259
89,400,135,102,45,147,171
90,277,77,95,35,260,256
91,385,150,95,31,167,172
92,294,97,96,52,228,233
93,380,141,93,53,175,158
94,271,92,115,51,240,231
95,432,131,101,36,142,158
96,254,69,109,43,241,284
97,456,156,80,29,132,147
98,277,81,103,33,247,259
99,413,160,83,29,153,162
