,Route0,Route1,Route2,Route3,Route4,Route5
0,43,28,102,37,679,111
1,393,398,41,19,91,58
2,599,77,29,20,99,176
3,602,86,51,47,76,138
4,582,65,42,49,93,169
5,89,62,45,42,86,676
6,641,166,20,23,48,102
7,487,215,38,20,92,148
8,482,198,61,34,81,144
9,462,169,61,41,100,167
10,324,151,54,47,109,315
11,413,150,70,45,92,230
12,198,111,66,43,94,488
13,569,248,55,30,53,45
14,114,95,34,20,110,627
15,564,285,13,9,49,80
16,473,195,15,29,130,158
17,367,157,53,35,115,273
18,340,147,92,45,106,270
19,319,134,91,43,116,297
20,323,146,102,47,104,278
21,313,119,101,56,107,304
22,352,120,117,49,105,257
23,323,117,116,46,114,284
24,349,133,118,41,110,249
25,291,121,129,50,102,307
26,351,116,135,51,99,248
27,301,111,133,52,111,292
28,345,124,130,62,103,236
29,304,100,156,57,99,284
30,312,133,144,56,100,255
31,317,99,144,44,114,282
32,332,129,123,71,97,248
33,285,107,172,56,110,270
34,330,116,129,60,126,239
35,333,91,122,70,119,265
36,321,103,161,58,108,249
37,312,99,129,79,140,241
38,318,114,145,73,118,232
39,276,103,132,69,150,270
40,355,137,134,77,99,198
41,274,103,135,67,163,258
42,329,112,121,67,132,239
43,298,105,153,78,138,228
44,334,96,141,75,163,191
45,292,99,129,77,149,254
46,319,135,137,59,130,220
47,267,105,137,74,173,244
48,351,120,126,68,130,205
49,265,110,127,85,162,251
50,329,126,141,65,159,180
51,288,89,129,78,157,259
52,324,121,132,79,129,215
53,299,91,130,69,188,223
54,312,135,129,78,154,192
55,288,105,126,63,162,256
56,327,131,131,80,142,189
57,272,103,128,67,173,257
58,348,139,128,66,147,172
59,252,106,120,73,206,243
60,347,135,121,63,124,210
61,289,101,125,67,199,219
62,322,123,103,72,158,222
63,285,105,135,74,170,231
64,351,131,111,74,149,184
65,281,89,120,69,191,250
66,327,132,124,74,151,192
67,270,101,127,60,193,249
68,356,141,119,51,153,180
69,293,108,111,70,190,228
70,314,121,121,78,164,202
71,304,88,140,78,173,217
72,315,115,118,77,158,217
73,287,106,105,67,199,236
74,338,129,120,56,165,192
75,291,94,124,80,167,244
76,346,104,123,69,165,193
77,281,101,108,76,210,224
78,324,142,108,68,158,200
79,312,107,123,71,182,205
80,325,115,117,75,159,209
81,269,103,137,75,206,210
82,339,144,108,63,133,213
83,244,110,106,65,218,257
84,367,142,109,54,146,182
85,283,109,112,49,217,230
86,330,152,112,61,143,202
87,271,113,93,77,212,234
88,335,140,110,56,165,194
89,286,101,107,67,213,226
90,314,137,130,56,156,207
91,287,103,103,70,208,229
92,332,129,133,60,134,212
93,286,101,115,74,198,226
94,324,147,121,65,152,191
95,271,118,114,76,198,223
96,312,140,114,66,170,198
97,272,95,126,57,200,250
98,337,140,106,58,181,178
99,260,110,118,75,212,225
