,Route0,Route1,Route2,Route3,Route4,Route5
0,0,0,1,0,999,0
1,487,513,0,0,0,0
2,1000,0,0,0,0,0
3,0,0,0,0,0,1000
4,635,365,0,0,0,0
5,854,146,0,0,0,0
6,5,995,0,0,0,0
7,1000,0,0,0,0,0
8,0,0,0,0,0,1000
9,1000,0,0,0,0,0
10,1000,0,0,0,0,0
11,999,0,0,0,0,1
12,7,0,0,0,0,993
13,1000,0,0,0,0,0
14,1000,0,0,0,0,0
15,998,0,0,0,0,2
16,42,0,32,0,0,926
17,1000,0,0,0,0,0
18,128,0,872,0,0,0
19,1000,0,0,0,0,0
20,722,0,0,0,0,278
21,1000,0,0,0,0,0
22,0,0,0,0,0,1000
23,1000,0,0,0,0,0
24,995,0,0,1,4,0
25,214,0,6,17,520,243
26,1000,0,0,0,0,0
27,23,0,3,3,123,848
28,1000,0,0,0,0,0
29,319,9,152,35,457,28
30,1000,0,0,0,0,0
31,43,11,90,45,482,329
32,996,4,0,0,0,0
33,53,57,106,40,91,653
34,995,5,0,0,0,0
35,19,68,307,50,237,319
36,992,8,0,0,0,0
37,2,28,77,100,230,563
38,865,135,0,0,0,0
39,23,77,245,100,262,293
40,882,118,0,0,0,0
41,8,38,117,73,243,521
42,698,302,0,0,0,0
43,35,35,160,55,350,365
44,686,314,0,0,0,0
45,40,25,141,54,232,508
46,640,360,0,0,0,0
47,39,18,107,56,334,446
48,670,330,0,0,0,0
49,66,17,176,63,295,383
50,696,304,0,0,0,0
51,44,36,138,66,237,479
52,671,329,0,0,0,0
53,28,28,125,53,331,435
54,628,372,0,0,0,0
55,56,15,97,45,330,457
56,632,368,0,0,0,0
57,79,27,127,36,306,425
58,692,308,0,0,0,0
59,34,37,188,52,291,398
60,677,323,0,0,0,0
61,37,22,137,51,273,480
62,647,353,0,0,0,0
63,53,12,146,47,314,428
64,662,338,0,0,0,0
65,56,21,148,58,275,442
66,685,315,0,0,0,0
67,35,34,145,56,315,415
68,662,338,0,0,0,0
69,35,23,127,64,277,474
70,641,359,0,0,0,0
71,49,19,113,46,337,436
72,668,332,0,0,0,0
73,43,28,163,53,285,428
74,669,331,0,0,0,0
75,38,31,128,51,308,444
76,666,334,0,0,0,0
77,53,20,152,66,262,447
78,638,362,0,0,0,0
79,58,15,118,48,344,417
80,667,333,0,0,0,0
81,49,23,139,49,297,443
82,641,359,0,0,0,0
83,56,22,125,44,318,435
84,693,307,0,0,0,0
85,42,32,138,56,293,439
86,678,322,0,0,0,0
87,46,27,160,56,279,432
88,647,353,0,0,0,0
89,63,12,132,39,304,450
90,643,357,0,0,0,0
91,52,25,136,40,313,434
92,633,367,0,0,0,0
93,67,22,128,39,292,452
94,667,333,0,0,0,0
95,31,16,129,57,338,429
96,678,322,0,0,0,0
97,43,30,159,53,290,425
98,650,350,0,0,0,0
99,52,15,114,43,292,484
100,692,308,0,0,0,0
101,46,35,146,66,318,389
102,657,343,0,0,0,0
103,51,35,112,51,304,447
104,663,337,0,0,0,0
105,40,33,131,52,298,446
106,670,330,0,0,0,0
107,43,20,162,49,293,433
108,655,345,0,0,0,0
109,49,28,124,47,311,441
110,678,322,0,0,0,0
111,44,26,145,46,301,438
112,651,349,0,0,0,0
113,54,25,132,46,291,452
114,650,350,0,0,0,0
115,52,28,120,47,321,432
116,659,341,0,0,0,0
117,54,28,160,47,296,415
118,648,352,0,0,0,0
119,48,18,119,48,331,436
120,635,365,0,0,0,0
121,61,19,130,39,283,468
122,656,344,0,0,0,0
123,46,27,148,45,294,440
124,646,354,0,0,0,0
125,55,21,133,45,320,426
126,677,323,0,0,0,0
127,40,36,143,50,299,432
128,678,322,0,0,0,0
129,29,27,152,53,292,447
130,653,347,0,0,0,0
131,54,24,134,47,307,434
132,650,350,0,0,0,0
133,51,23,122,53,287,464
134,689,311,0,0,0,0
135,40,35,150,62,297,416
136,680,320,0,0,0,0
137,43,23,161,61,303,409
138,685,315,0,0,0,0
139,31,27,133,60,296,453
140,654,346,0,0,0,0
141,60,22,125,53,319,421
142,615,385,0,0,0,0
143,52,13,106,44,288,497
144,674,326,0,0,0,0
145,50,30,161,40,299,420
146,675,325,0,0,0,0
147,43,27,134,53,302,441
148,665,335,0,0,0,0
149,43,26,126,48,323,434
150,639,361,0,0,0,0
151,62,15,102,46,322,453
152,678,322,0,0,0,0
153,58,26,181,54,270,411
154,641,359,0,0,0,0
155,54,19,106,44,336,441
156,636,364,0,0,0,0
157,63,16,131,45,305,440
158,640,360,0,0,0,0
159,75,18,108,48,319,432
160,668,332,0,0,0,0
161,41,20,157,33,294,455
162,689,311,0,0,0,0
163,52,35,163,47,288,415
164,672,328,0,0,0,0
165,38,20,137,48,303,454
166,670,330,0,0,0,0
167,59,20,135,54,295,437
168,651,349,0,0,0,0
169,39,28,140,60,308,425
170,675,325,0,0,0,0
171,54,12,143,68,310,413
172,659,341,0,0,0,0
173,42,30,130,53,291,454
174,660,340,0,0,0,0
175,53,21,154,53,284,435
176,620,380,0,0,0,0
177,68,10,97,41,314,470
178,681,319,0,0,0,0
179,37,19,152,51,315,426
180,680,320,0,0,0,0
181,48,36,131,69,293,423
182,660,340,0,0,0,0
183,42,25,159,48,280,446
184,654,346,0,0,0,0
185,37,25,136,52,298,452
186,677,323,0,0,0,0
187,55,26,127,60,321,411
188,651,349,0,0,0,0
189,59,23,137,25,319,437
190,639,361,0,0,0,0
191,62,17,131,53,283,454
192,644,356,0,0,0,0
193,53,22,133,42,303,447
194,669,331,0,0,0,0
195,39,23,146,56,274,462
196,690,310,0,0,0,0
197,49,33,162,60,292,404
198,671,328,0,1,0,0
199,45,32,130,61,286,446
200,633,367,0,0,0,0
201,53,12,111,33,334,457
202,660,340,0,0,0,0
203,55,19,150,50,286,440
204,660,340,0,0,0,0
205,45,20,143,55,303,434
206,652,348,0,0,0,0
207,46,20,138,54,310,432
208,635,365,0,0,0,0
209,47,17,111,56,330,439
210,671,329,0,0,0,0
211,55,24,158,48,300,415
212,680,320,0,0,0,0
213,47,25,143,48,297,440
214,651,349,0,0,0,0
215,42,20,140,48,301,449
216,664,336,0,0,0,0
217,53,33,127,61,291,435
218,673,327,0,0,0,0
219,50,25,140,52,316,417
220,683,317,0,0,0,0
221,50,38,147,61,270,434
222,664,336,0,0,0,0
223,32,18,135,47,314,454
224,657,343,0,0,0,0
225,50,19,140,50,300,441
226,663,337,0,0,0,0
227,43,21,135,46,309,446
228,643,357,0,0,0,0
229,58,17,143,43,285,454
230,679,321,0,0,0,0
231,52,32,163,53,305,395
232,668,332,0,0,0,0
233,43,19,133,65,302,438
234,679,321,0,0,0,0
235,43,22,142,61,294,438
236,643,357,0,0,0,0
237,55,18,113,37,302,475
238,667,333,0,0,0,0
239,58,23,134,54,295,436
240,651,349,0,0,0,0
241,51,17,128,42,303,459
242,652,348,0,0,0,0
243,55,18,120,53,337,417
244,642,358,0,0,0,0
245,57,23,131,52,309,428
246,651,349,0,0,0,0
247,41,18,112,47,328,454
248,651,349,0,0,0,0
249,56,19,164,45,291,425
250,680,320,0,0,0,0
251,50,15,170,52,262,451
252,661,339,0,0,0,0
253,50,33,144,47,279,447
254,647,353,0,0,0,0
255,44,14,139,44,328,431
256,659,341,0,0,0,0
257,49,16,141,57,284,453
258,672,328,0,0,0,0
259,42,31,130,48,287,462
260,638,362,0,0,0,0
261,62,18,124,51,294,451
262,653,347,0,0,0,0
263,40,29,134,57,291,449
264,661,339,0,0,0,0
265,48,25,146,52,310,419
266,647,353,0,0,0,0
267,46,20,124,45,323,442
268,652,348,0,0,0,0
269,61,28,145,47,322,397
270,671,329,0,0,0,0
271,51,19,164,59,284,423
272,648,352,0,0,0,0
273,51,22,123,50,299,455
274,683,317,0,0,0,0
275,52,29,143,59,308,409
276,668,332,0,0,0,0
277,46,24,134,51,293,452
278,664,336,0,0,0,0
279,55,24,139,63,293,426
280,687,313,0,0,0,0
281,36,29,141,66,307,421
282,675,325,0,0,0,0
283,50,25,154,51,335,385
284,675,325,0,0,0,0
285,44,24,138,73,266,455
286,675,325,0,0,0,0
287,30,30,126,46,297,471
288,666,334,0,0,0,0
289,53,14,144,46,282,461
290,684,316,0,0,0,0
291,43,29,130,76,286,436
292,654,346,0,0,0,0
293,47,15,129,53,313,443
294,651,349,0,0,0,0
295,52,15,138,46,304,445
296,667,333,0,0,0,0
297,59,31,137,46,304,423
298,640,360,0,0,0,0
299,65,17,120,43,298,457
300,668,332,0,0,0,0
301,43,24,139,50,299,445
302,652,348,0,0,0,0
303,51,14,143,43,321,428
304,636,364,0,0,0,0
305,60,18,143,51,313,415
306,664,336,0,0,0,0
307,48,19,139,47,307,440
308,632,368,0,0,0,0
309,61,15,107,48,310,459
310,632,368,0,0,0,0
311,48,17,118,34,331,452
312,648,352,0,0,0,0
313,45,15,135,55,308,442
314,632,368,0,0,0,0
315,61,21,119,38,307,454
316,671,329,0,0,0,0
317,48,24,146,53,300,429
318,657,343,0,0,0,0
319,65,25,137,52,289,432
320,682,318,0,0,0,0
321,45,25,144,61,295,430
322,655,345,0,0,0,0
323,61,26,126,42,313,432
324,680,320,0,0,0,0
325,38,34,154,48,327,399
326,659,341,0,0,0,0
327,61,31,149,36,297,426
328,674,326,0,0,0,0
329,52,23,143,41,312,429
330,656,344,0,0,0,0
331,64,28,132,46,287,443
332,664,336,0,0,0,0
333,39,20,139,58,304,440
334,665,335,0,0,0,0
335,49,27,138,50,314,422
336,666,334,0,0,0,0
337,39,15,152,49,290,455
338,684,316,0,0,0,0
339,39,30,173,56,248,454
340,641,359,0,0,0,0
341,63,26,118,40,308,445
342,671,329,0,0,0,0
343,45,20,137,75,300,423
344,656,344,0,0,0,0
345,39,31,135,53,318,424
346,639,361,0,0,0,0
347,38,21,118,49,297,477
348,657,343,0,0,0,0
349,51,15,125,51,320,438
350,656,344,0,0,0,0
351,57,19,136,53,304,431
352,661,339,0,0,0,0
353,50,17,145,42,301,445
354,670,330,0,0,0,0
355,38,20,137,44,314,447
356,667,333,0,0,0,0
357,66,20,162,63,260,429
358,651,349,0,0,0,0
359,54,26,138,53,287,442
360,659,341,0,0,0,0
361,44,18,137,51,312,438
362,663,337,0,0,0,0
363,57,9,134,62,317,421
364,661,339,0,0,0,0
365,56,23,164,30,316,411
366,657,343,0,0,0,0
367,48,35,137,45,278,457
368,651,349,0,0,0,0
369,54,16,143,42,307,438
370,650,350,0,0,0,0
371,53,18,121,45,300,463
372,643,357,0,0,0,0
373,70,17,107,37,307,462
374,650,350,0,0,0,0
375,62,19,116,59,327,417
376,643,357,0,0,0,0
377,55,24,122,50,302,447
378,648,352,0,0,0,0
379,53,16,133,43,295,460
380,672,328,0,0,0,0
381,56,21,154,51,286,432
382,678,322,0,0,0,0
383,46,24,154,53,302,421
384,697,303,0,0,0,0
385,43,36,156,71,278,416
386,673,327,0,0,0,0
387,43,27,119,60,324,427
388,670,330,0,0,0,0
389,48,32,132,44,306,438
390,680,320,0,0,0,0
391,51,26,144,50,304,425
392,631,369,0,0,0,0
393,51,13,115,36,324,461
394,655,345,0,0,0,0
395,49,17,144,62,292,436
396,632,368,0,0,0,0
397,47,16,121,53,320,443
398,654,346,0,0,0,0
399,61,17,136,51,313,422
400,667,333,0,0,0,0
401,41,21,145,53,303,437
402,668,332,0,0,0,0
403,51,19,139,58,288,445
404,656,344,0,0,0,0
405,66,25,129,56,275,449
406,662,338,0,0,0,0
407,54,20,112,54,295,465
408,642,358,0,0,0,0
409,62,18,120,44,310,446
410,653,347,0,0,0,0
411,56,21,123,53,311,436
412,663,337,0,0,0,0
413,56,27,135,49,350,383
414,670,330,0,0,0,0
415,41,14,149,39,323,434
416,663,337,0,0,0,0
417,38,29,160,46,280,447
418,662,338,0,0,0,0
419,56,25,127,49,285,458
420,661,339,0,0,0,0
421,40,28,149,53,304,426
422,642,358,0,0,0,0
423,63,17,129,50,304,437
424,649,351,0,0,0,0
425,53,35,127,55,299,431
426,664,336,0,0,0,0
427,47,23,158,48,282,442
428,673,327,0,0,0,0
429,38,25,139,55,286,457
430,666,334,0,0,0,0
431,43,28,144,50,282,453
432,667,333,0,0,0,0
433,56,22,146,57,281,438
434,659,341,0,0,0,0
435,51,18,143,44,308,436
436,656,344,0,0,0,0
437,61,18,125,56,296,444
438,670,330,0,0,0,0
439,33,28,151,52,305,431
440,627,373,0,0,0,0
441,52,12,115,46,336,439
442,648,352,0,0,0,0
443,47,22,130,37,330,434
444,660,340,0,0,0,0
445,42,17,145,63,295,438
446,710,290,0,0,0,0
447,36,33,161,59,295,416
448,682,318,0,0,0,0
449,43,34,160,49,290,424
450,686,314,0,0,0,0
451,45,26,152,53,311,413
452,644,356,0,0,0,0
453,57,14,127,38,297,467
454,654,346,0,0,0,0
455,55,26,140,53,269,457
456,690,310,0,0,0,0
457,43,32,164,57,309,395
458,653,347,0,0,0,0
459,39,17,139,38,308,459
460,633,367,0,0,0,0
461,43,14,128,50,305,460
462,647,353,0,0,0,0
463,64,19,124,54,294,445
464,664,336,0,0,0,0
465,68,25,141,45,315,406
466,667,333,0,0,0,0
467,56,27,116,47,309,445
468,654,346,0,0,0,0
469,51,24,130,58,314,423
470,695,305,0,0,0,0
471,39,35,163,47,296,420
472,648,352,0,0,0,0
473,60,9,103,54,316,458
474,653,347,0,0,0,0
475,50,16,124,47,321,442
476,663,337,0,0,0,0
477,53,26,143,60,284,434
478,656,344,0,0,0,0
479,46,16,126,54,286,472
480,658,342,0,0,0,0
481,55,27,139,42,295,442
482,693,307,0,0,0,0
483,35,24,165,47,281,448
484,664,336,0,0,0,0
485,49,29,129,55,279,459
486,664,336,0,0,0,0
487,43,25,117,61,336,418
488,644,356,0,0,0,0
489,53,23,123,42,320,439
490,645,355,0,0,0,0
491,56,19,144,40,311,430
492,656,344,0,0,0,0
493,56,20,135,34,322,433
494,633,367,0,0,0,0
495,62,14,111,46,309,458
496,652,348,0,0,0,0
497,46,17,138,48,315,436
498,673,327,0,0,0,0
499,43,28,147,53,345,384
