,Route0,Route1,Route2,Route3,Route4,Route5
0,362,268,91,63,124,92
1,176,118,61,31,478,136
2,372,240,18,7,140,223
3,229,127,21,9,187,427
4,425,200,81,6,88,200
5,263,105,79,11,173,369
6,431,208,76,11,94,180
7,275,114,85,12,170,344
8,423,184,71,32,106,184
9,275,97,97,21,211,299
10,406,188,81,29,128,168
11,247,95,88,29,220,321
12,453,181,75,24,112,155
13,260,85,107,21,244,283
14,443,188,72,26,123,148
15,266,91,85,23,243,292
16,428,188,75,28,109,172
17,251,108,91,22,277,251
18,442,188,62,26,123,159
19,258,104,77,21,249,291
20,434,188,70,27,130,151
21,245,93,82,26,249,305
22,466,165,74,23,117,155
23,270,94,102,24,259,251
24,453,177,70,27,122,151
25,255,93,90,25,256,281
26,447,193,67,26,111,156
27,255,98,78,17,250,302
28,433,183,74,28,135,147
29,262,91,85,24,263,275
30,455,181,67,25,127,145
31,260,89,83,22,268,278
32,436,198,70,24,123,149
33,260,106,87,22,247,278
34,433,181,68,26,139,153
35,259,99,82,22,272,266
36,442,170,75,23,131,159
37,275,95,81,21,243,285
38,435,162,76,30,129,168
39,270,91,80,20,275,264
40,428,180,75,21,130,166
41,276,85,75,21,249,294
42,444,171,67,23,136,159
43,272,91,76,20,275,266
44,437,188,69,22,129,155
45,283,95,77,20,282,243
46,453,188,66,16,134,143
47,262,94,84,14,259,287
48,442,201,61,17,123,156
49,280,108,76,21,249,266
50,423,173,87,20,133,164
51,259,90,84,26,272,269
52,435,191,64,19,136,155
53,279,86,81,13,273,268
54,441,184,55,14,138,168
55,278,87,69,15,266,285
56,462,170,60,20,129,159
57,272,87,77,20,269,275
58,454,166,63,20,135,162
59,297,88,79,21,252,263
60,456,179,76,15,124,150
61,277,78,76,18,266,285
62,436,202,73,14,127,148
63,270,108,68,17,276,261
64,416,183,68,11,157,165
65,255,92,78,16,274,285
66,450,179,66,15,140,150
67,284,97,72,16,268,263
68,456,169,57,19,137,162
69,270,90,90,15,258,277
70,449,174,62,13,148,154
71,290,86,79,14,261,270
72,452,199,49,13,139,148
73,264,102,76,15,278,265
74,451,187,55,22,134,151
75,268,100,74,13,270,275
76,433,188,66,19,141,153
77,267,115,73,16,249,280
78,447,171,69,14,133,166
79,254,92,84,12,290,268
80,480,155,57,16,138,154
81,276,86,68,10,274,286
82,460,170,60,13,131,166
83,300,98,81,14,230,277
84,455,172,63,11,135,164
85,269,89,82,17,289,254
86,461,180,62,13,146,138
87,294,89,66,18,230,303
88,425,189,63,13,133,177
89,265,102,97,14,270,252
90,431,165,65,18,151,170
91,306,77,80,16,244,277
92,444,191,49,23,130,163
93,276,113,76,15,287,233
94,464,158,54,15,143,166
95,274,80,69,20,274,283
96,420,191,66,21,138,164
97,296,106,75,17,243,263
98,430,168,54,18,150,180
99,271,102,83,10,245,289
