,Route0,Route1,Route2,Route3,Route4,Route5
0,154,105,72,78,544,47
1,679,199,32,34,21,35
2,98,86,12,14,130,660
3,161,668,10,7,69,85
4,581,82,5,2,195,135
5,556,46,90,8,159,141
6,53,36,71,16,180,644
7,694,99,33,12,81,81
8,604,55,48,9,189,95
9,588,41,81,22,150,118
10,562,36,83,28,173,118
11,551,42,83,34,167,123
12,556,34,65,31,160,154
13,538,33,86,21,174,148
14,513,42,92,20,179,154
15,97,34,90,27,312,440
16,688,109,35,11,77,80
17,600,50,57,9,174,110
18,567,46,68,17,193,109
19,515,33,110,28,162,152
20,291,48,243,31,188,199
21,596,71,28,106,84,115
22,65,36,58,56,182,603
23,666,132,30,20,91,61
24,574,73,52,14,188,99
25,480,53,172,25,154,116
26,457,49,167,48,158,121
27,428,57,161,47,156,151
28,412,63,145,46,180,154
29,411,66,129,49,198,147
30,385,56,105,49,243,162
31,519,78,83,45,136,139
32,102,63,146,32,469,188
33,701,126,30,12,64,67
34,579,61,30,8,125,197
35,189,66,59,32,124,530
36,668,152,24,19,58,79
37,499,72,20,13,135,261
38,334,74,79,20,129,364
39,597,110,74,32,83,104
40,90,62,64,20,144,620
41,673,155,22,8,67,75
42,539,89,79,7,150,136
43,288,81,326,27,142,136
44,584,67,39,129,76,105
45,287,43,94,58,240,278
46,601,157,34,26,97,85
47,117,84,120,19,263,397
48,659,168,20,14,79,60
49,287,108,105,26,225,249
50,522,178,39,52,98,111
51,98,70,100,33,335,364
52,607,204,15,17,86,71
53,429,143,64,18,152,194
54,247,117,163,48,147,278
55,455,146,73,87,96,143
56,135,65,175,56,220,349
57,562,240,24,23,79,72
58,232,99,87,41,221,320
59,559,194,40,26,89,92
60,132,73,104,23,306,362
61,586,252,12,10,80,60
62,237,123,85,31,188,336
63,497,206,73,33,98,93
64,131,76,111,32,292,358
65,601,214,14,11,88,72
66,235,87,129,41,229,279
67,519,222,37,28,95,99
68,136,96,81,31,284,372
69,576,248,13,5,94,64
70,238,111,141,22,207,281
71,466,210,51,61,84,128
72,156,74,128,42,293,307
73,595,205,21,23,97,59
74,202,92,76,36,205,389
75,515,241,32,18,96,98
76,191,106,130,25,271,277
77,546,214,26,19,99,96
78,193,90,83,32,228,374
79,520,243,42,24,98,73
80,178,107,120,28,235,332
81,549,212,43,25,95,76
82,163,73,90,18,310,346
83,561,240,19,12,90,78
84,254,127,76,29,243,271
85,492,203,40,33,109,123
86,170,86,117,26,246,355
87,540,226,28,23,91,92
88,181,101,119,24,289,286
89,564,219,20,14,96,87
90,198,107,75,20,242,358
91,517,231,36,25,95,96
92,177,85,90,22,286,340
93,535,251,21,14,102,77
94,211,119,101,17,246,306
95,526,211,36,32,92,103
96,170,91,96,22,267,354
97,525,246,35,14,100,80
98,192,108,110,31,255,304
99,553,195,33,29,92,98
