,Route0,Route1,Route2,Route3,Route4,Route5
0,79,39,86,70,610,116
1,438,365,42,39,58,58
2,603,78,42,34,101,142
3,495,79,68,42,82,234
4,101,78,81,41,82,617
5,621,194,42,37,44,62
6,541,145,50,30,90,144
7,358,135,75,39,105,288
8,342,130,80,41,107,300
9,381,132,98,44,76,269
10,240,106,92,51,87,424
11,510,207,93,38,57,95
12,129,78,74,24,120,575
13,581,225,45,23,53,73
14,451,178,65,25,118,163
15,302,124,168,34,116,256
16,319,133,130,62,100,256
17,325,104,146,66,96,263
18,291,118,165,63,87,276
19,324,127,142,60,110,237
20,297,85,158,71,112,277
21,352,128,144,79,93,204
22,270,76,175,64,125,290
23,390,131,126,75,96,182
24,265,89,151,64,137,294
25,359,111,137,87,104,202
26,271,96,161,78,139,255
27,331,113,138,100,99,219
28,277,96,155,80,146,246
29,344,119,139,79,121,198
30,283,88,146,67,169,247
31,359,106,116,92,126,201
32,257,104,165,85,147,242
33,349,113,120,82,132,204
34,272,93,142,72,168,253
35,355,125,120,88,103,209
36,273,96,149,79,174,229
37,349,100,131,81,129,210
38,266,104,140,74,162,254
39,300,128,143,95,128,206
40,290,93,144,84,176,213
41,343,134,119,76,135,193
42,245,86,133,77,201,258
43,379,154,112,61,122,172
44,267,95,123,61,208,246
45,380,145,106,49,132,188
46,282,105,131,63,177,242
47,352,125,107,83,123,210
48,260,97,147,67,190,239
49,369,126,107,75,126,197
50,273,101,127,66,192,241
51,340,128,105,96,128,203
52,270,113,155,75,171,216
53,318,99,122,101,147,213
54,298,96,141,78,150,237
55,299,121,150,76,165,189
56,272,102,138,101,173,214
57,322,115,127,71,140,225
58,262,106,145,83,175,229
59,321,131,121,88,149,190
60,280,89,122,76,196,237
61,361,132,110,60,140,197
62,294,94,129,69,178,236
63,304,123,129,81,138,225
64,315,87,152,82,168,196
65,315,109,111,90,155,220
66,267,105,148,72,176,232
67,321,130,131,88,129,201
68,278,109,135,66,182,230
69,317,115,122,89,164,193
70,305,94,132,70,166,233
71,306,114,123,85,158,214
72,299,89,132,84,165,231
73,310,128,129,79,165,189
74,313,88,122,82,176,219
75,315,120,128,77,156,204
76,279,104,142,77,177,221
77,299,102,124,90,167,218
78,331,104,141,70,151,203
79,294,96,134,80,181,215
80,328,107,118,87,148,212
81,305,95,137,83,171,209
82,302,123,107,82,160,226
83,305,105,139,70,147,234
84,306,98,110,93,173,220
85,304,113,134,74,165,210
86,308,113,130,84,163,202
87,271,102,152,85,189,201
88,350,105,116,71,154,204
89,289,110,135,74,180,212
90,315,120,106,82,138,239
91,298,103,144,67,185,203
92,297,111,102,78,154,258
93,307,103,145,85,155,205
94,299,94,128,96,167,216
95,327,119,122,78,142,212
96,270,106,139,74,183,228
97,341,129,115,73,151,191
98,269,91,144,70,179,247
99,348,119,113,93,149,178
