,Road0,Road1,Road2,Road3,Road4,Road5,Road6,Road7,Road8,Road9,Road10,Road11
0,521,174,479,347,174,314,271,165,390,445,165,555
1,518,205,482,313,205,277,291,205,299,496,205,504
2,522,225,478,297,225,271,259,207,309,484,207,516
3,535,247,465,288,247,255,246,210,297,493,210,507
4,524,241,476,283,241,266,238,210,311,479,210,521
5,534,275,466,259,275,260,239,206,280,514,206,486
6,522,268,478,254,268,251,211,227,294,479,227,521
7,554,297,446,257,297,238,197,208,298,494,208,506
8,550,285,450,265,285,245,228,205,282,513,205,487
9,534,286,466,248,286,257,223,209,282,509,209,491
10,534,286,466,248,286,253,220,213,281,506,213,494
11,538,295,462,243,295,245,194,217,294,489,217,511
12,541,303,459,238,303,232,184,227,286,487,227,513
13,546,294,454,252,294,234,200,220,286,494,220,506
14,535,295,465,240,295,237,195,228,282,490,228,510
15,551,322,449,229,322,238,191,211,276,513,211,487
16,550,310,450,240,310,243,182,207,301,492,207,508
17,540,312,460,228,312,246,176,214,298,488,214,512
18,548,305,452,243,305,240,199,212,284,504,212,496
19,553,300,447,253,300,218,189,229,282,489,229,511
20,541,313,459,228,313,236,176,223,288,489,223,511
21,549,320,451,229,320,231,191,220,269,511,220,489
22,534,316,466,218,316,243,179,223,282,495,223,505
23,542,303,458,239,303,227,166,231,300,469,231,531
24,550,328,450,222,328,244,182,206,284,510,206,490
25,536,350,464,186,350,247,183,217,250,533,217,467
26,523,316,477,207,316,254,185,223,276,501,223,499
27,540,300,460,240,300,244,193,216,291,493,216,507
28,552,325,448,227,325,228,174,220,281,499,220,501
29,563,325,437,238,325,215,169,222,284,494,222,506
30,531,321,469,210,321,241,177,228,274,498,228,502
31,549,325,451,224,325,239,184,212,279,509,212,491
32,553,311,447,242,311,243,175,204,310,486,204,514
33,553,312,447,241,312,224,175,223,290,487,223,513
34,575,322,425,253,322,225,177,200,301,499,200,501
35,542,323,458,219,323,232,186,226,265,509,226,491
36,553,318,447,235,318,239,186,208,288,504,208,496
37,528,306,472,222,306,256,205,216,273,511,216,489
38,508,300,492,208,300,256,180,236,284,480,236,520
39,542,324,458,218,324,246,176,212,288,500,212,500
40,547,326,453,221,326,248,153,205,316,479,205,521
41,534,330,466,204,330,255,172,211,287,502,211,498
42,555,340,445,215,340,225,178,220,262,518,220,482
43,549,317,451,232,317,225,177,226,280,494,226,506
44,537,312,463,225,312,243,161,220,307,473,220,527
45,557,349,443,208,349,215,135,228,288,484,228,516
46,557,336,443,221,336,230,148,213,303,484,213,516
47,565,343,435,222,343,233,179,202,276,522,202,478
48,554,334,446,220,334,229,163,217,286,497,217,503
49,542,318,458,224,318,249,178,209,295,496,209,504
50,557,335,443,222,335,233,183,210,272,518,210,482
51,524,317,476,207,317,252,169,224,290,486,224,514
52,550,331,450,219,331,244,165,206,298,496,206,504
53,557,339,443,218,339,239,162,204,295,501,204,499
54,551,320,449,231,320,235,163,214,303,483,214,517
55,548,343,452,205,343,232,166,220,271,509,220,491
56,550,343,450,207,343,240,174,210,273,517,210,483
57,547,341,453,206,341,250,173,203,283,514,203,486
58,549,336,451,213,336,224,162,227,275,498,227,502
59,544,307,456,237,307,221,167,235,291,474,235,526
60,550,336,450,214,336,240,168,210,286,504,210,496
61,530,315,470,215,315,239,177,231,277,492,231,508
62,543,322,457,221,322,245,164,212,302,486,212,514
63,572,327,428,245,327,234,175,194,304,502,194,498
64,543,333,457,210,333,251,187,206,274,520,206,480
65,547,298,453,249,298,223,178,230,294,476,230,524
66,539,322,461,217,322,235,166,226,286,488,226,512
67,542,325,458,217,325,233,153,225,297,478,225,522
68,540,338,460,202,338,243,165,217,280,503,217,497
69,540,331,460,209,331,264,181,196,292,512,196,488
70,553,323,447,230,323,247,189,200,288,512,200,488
71,530,323,470,207,323,233,170,237,270,493,237,507
72,537,324,463,213,324,237,166,226,284,490,226,510
73,547,335,453,212,335,241,172,212,281,507,212,493
74,539,327,461,212,327,244,167,217,289,494,217,506
75,539,325,461,214,325,264,182,197,296,507,197,493
76,539,331,461,208,331,256,170,205,294,501,205,499
77,554,328,446,226,328,245,169,201,302,497,201,503
78,551,346,449,205,346,245,165,204,285,511,204,489
79,528,332,472,196,332,249,152,223,293,484,223,516
80,536,331,464,205,331,228,147,236,286,478,236,522
81,551,318,449,233,318,211,159,238,285,477,238,523
82,559,337,441,222,337,217,154,224,285,491,224,509
83,575,355,425,220,355,223,176,202,267,531,202,469
84,572,340,428,232,340,226,145,202,313,485,202,515
85,550,330,450,220,330,227,155,223,292,485,223,515
86,557,333,443,224,333,225,167,218,282,500,218,500
87,540,332,460,208,332,223,157,237,274,489,237,511
88,551,337,449,214,337,232,166,217,280,503,217,497
89,553,330,447,223,330,226,159,221,290,489,221,511
90,536,311,464,225,311,231,175,233,281,486,233,514
91,526,319,474,207,319,258,170,216,295,489,216,511
92,537,337,463,200,337,238,159,225,279,496,225,504
93,557,358,443,199,358,211,147,232,263,505,232,495
94,552,335,448,217,335,237,178,211,276,513,211,487
95,539,311,461,228,311,250,173,211,305,484,211,516
96,504,307,496,197,307,270,169,226,298,476,226,524
97,572,336,428,236,336,247,184,181,299,520,181,480
98,562,340,438,222,340,231,177,207,276,517,207,483
99,560,337,440,223,337,238,162,202,299,499,202,501
