,Road0,Road1,Road2,Road3,Road4,Road5,Road6,Road7,Road8,Road9,Road10,Road11
0,116,21,884,95,21,767,31,117,831,52,117,948
1,809,403,191,406,403,132,372,59,166,775,59,225
2,802,656,198,146,656,101,140,97,107,796,97,204
3,793,594,207,199,594,96,201,111,94,795,111,205
4,762,521,238,241,521,94,245,144,90,766,144,234
5,562,358,438,204,358,81,208,357,77,566,357,434
6,549,336,451,213,336,66,206,385,73,542,385,458
7,553,336,447,217,336,78,214,369,81,550,369,450
8,464,255,536,209,255,89,210,447,88,465,447,535
9,813,538,187,275,538,66,256,121,85,794,121,206
10,275,116,725,159,116,77,151,648,85,267,648,733
11,893,611,107,282,611,32,278,75,36,889,75,111
12,344,192,656,152,192,78,148,578,82,340,578,660
13,874,605,126,269,605,40,250,86,59,855,86,145
14,370,226,630,144,226,79,144,551,79,370,551,630
15,861,560,139,301,560,41,273,98,69,833,98,167
16,352,217,648,135,217,89,143,559,81,360,559,640
17,876,550,124,326,550,43,306,81,63,856,81,144
18,309,173,691,136,173,99,132,592,103,305,592,695
19,866,592,134,274,592,51,264,83,61,856,83,144
20,493,313,507,180,313,82,170,425,92,483,425,517
21,698,420,302,278,420,71,219,231,130,639,231,361
22,438,249,562,189,249,104,162,458,131,411,458,589
23,745,428,255,317,428,70,240,185,147,668,185,332
24,442,226,558,216,226,112,171,446,157,397,446,603
25,728,430,272,298,430,70,214,202,154,644,202,356
26,475,243,525,232,243,115,144,410,203,387,410,613
27,715,412,285,303,412,80,215,205,168,627,205,373
28,517,243,483,274,243,118,162,365,230,405,365,595
29,653,294,347,359,294,118,236,229,241,530,229,470
30,505,262,495,243,262,148,174,347,217,436,347,564
31,641,301,359,340,301,119,215,240,244,516,240,484
32,503,261,497,242,261,147,174,350,215,435,350,565
33,619,338,381,281,338,131,180,250,232,518,250,482
34,563,277,437,286,277,169,167,268,288,444,268,556
35,555,303,445,252,303,178,195,267,235,498,267,502
36,567,284,433,283,284,175,172,258,286,456,258,544
37,581,296,419,285,296,197,202,222,280,498,222,502
38,516,252,484,264,252,194,193,290,265,445,290,555
39,597,302,403,295,302,198,198,205,295,500,205,500
40,489,263,511,226,263,201,170,310,257,433,310,567
41,598,310,402,288,310,188,210,214,266,520,214,480
42,515,251,485,264,251,219,185,266,298,436,266,564
43,562,309,438,253,309,240,191,198,302,500,198,500
44,514,269,486,245,269,238,173,248,310,442,248,558
45,536,288,464,248,288,237,197,227,288,485,227,515
46,554,295,446,259,295,236,206,210,289,501,210,499
47,518,271,482,247,271,244,181,238,310,452,238,548
48,558,293,442,265,293,242,209,200,298,502,200,498
49,523,285,477,238,285,245,177,232,306,462,232,538
50,527,255,473,272,255,247,225,226,294,480,226,520
51,522,282,478,240,282,257,197,221,300,479,221,521
52,551,276,449,275,276,245,209,204,311,485,204,515
53,538,293,462,245,293,236,189,226,292,482,226,518
54,514,284,486,230,284,275,209,211,296,493,211,507
55,558,308,442,250,308,236,181,206,305,489,206,511
56,505,270,495,235,270,253,188,242,300,458,242,542
57,556,313,444,243,313,254,182,190,315,495,190,505
58,518,265,482,253,265,249,205,233,297,470,233,530
59,523,289,477,234,289,243,178,234,299,467,234,533
60,530,269,470,261,269,250,223,220,288,492,220,508
61,514,269,486,245,269,266,202,220,309,471,220,529
62,540,267,460,273,267,257,215,203,315,482,203,518
63,514,282,486,232,282,257,206,229,283,488,229,512
64,542,276,458,266,276,237,200,221,303,476,221,524
65,520,302,480,218,302,260,194,220,284,496,220,504
66,523,263,477,260,263,242,205,235,297,468,235,532
67,529,277,471,252,277,256,182,215,326,459,215,541
68,534,312,466,222,312,246,191,220,277,503,220,497
69,530,263,470,267,263,247,202,223,312,465,223,535
70,512,285,488,227,285,259,192,229,294,477,229,523
71,539,276,461,263,276,260,212,201,311,488,201,512
72,529,285,471,244,285,256,199,215,301,484,215,516
73,520,288,480,232,288,262,196,218,298,484,218,516
74,540,260,460,280,260,248,205,212,323,465,212,535
75,524,291,476,233,291,260,192,216,301,483,216,517
76,531,300,469,231,300,254,184,215,301,484,215,516
77,538,294,462,244,294,243,188,219,299,482,219,518
78,503,259,497,244,259,258,203,239,299,462,239,538
79,561,310,439,251,310,252,186,187,317,496,187,504
80,502,263,498,239,263,275,201,223,313,464,223,536
81,554,287,446,267,287,232,214,214,285,501,214,499
82,523,290,477,233,290,256,186,221,303,476,221,524
83,541,278,459,263,278,249,187,210,325,465,210,535
84,539,316,461,223,316,234,178,227,279,494,227,506
85,491,248,509,243,248,281,193,228,331,441,228,559
86,554,308,446,246,308,242,198,204,290,506,204,494
87,506,275,494,231,275,250,182,244,299,457,244,543
88,519,270,481,249,270,264,218,217,295,488,217,512
89,519,284,481,235,284,246,179,235,302,463,235,537
90,535,294,465,241,294,253,193,212,301,487,212,513
91,537,292,463,245,292,252,191,211,306,483,211,517
92,527,287,473,240,287,250,198,223,292,485,223,515
93,541,311,459,230,311,237,182,222,285,493,222,507
94,514,284,486,230,284,256,191,230,295,475,230,525
95,509,270,491,239,270,265,198,226,306,468,226,532
96,552,318,448,234,318,227,168,221,293,486,221,514
97,507,274,493,233,274,254,190,239,297,464,239,536
98,550,316,450,234,316,224,172,226,286,488,226,512
99,495,256,505,239,256,275,198,230,316,454,230,546
