,Route0,Route1,Route2,Route3,Route4,Route5
0,0,0,1,0,996,3
1,364,388,0,0,247,1
2,737,135,0,0,127,1
3,537,385,1,0,57,20
4,663,112,1,0,26,198
5,589,255,2,0,33,121
6,145,168,2,0,36,649
7,646,257,1,0,15,81
8,231,182,1,0,30,556
9,595,291,17,0,17,80
10,178,145,7,0,36,634
11,608,291,13,0,17,71
12,179,162,7,0,34,618
13,563,308,17,0,18,94
14,165,160,11,0,26,638
15,567,305,19,1,8,100
16,210,145,11,1,30,603
17,550,236,28,1,15,170
18,203,156,15,0,36,590
19,545,263,27,0,19,146
20,183,158,11,0,33,615
21,586,245,25,1,18,125
22,203,173,18,1,26,579
23,504,235,22,1,25,213
24,248,152,13,1,29,557
25,501,257,24,1,28,189
26,252,179,15,1,30,523
27,434,218,18,1,33,296
28,304,173,20,1,26,476
29,356,230,27,0,24,363
30,296,183,22,1,32,466
31,384,205,21,1,35,354
32,294,185,25,0,32,464
33,339,213,32,0,25,391
34,303,180,26,1,32,458
35,364,195,31,0,29,381
36,276,209,34,0,24,457
37,356,217,36,0,23,368
38,278,181,32,0,27,482
39,384,204,29,0,29,354
40,296,164,31,0,29,480
41,402,191,32,0,30,345
42,317,172,31,0,31,449
43,348,221,36,0,26,369
44,301,182,44,0,28,445
45,326,205,41,0,31,397
46,314,180,44,0,26,436
47,352,191,55,0,31,371
48,291,187,62,0,24,436
49,329,198,65,0,31,377
50,295,171,64,0,36,434
51,321,200,95,0,27,357
52,303,156,99,0,23,419
53,323,184,86,1,30,376
54,287,172,95,1,28,417
55,327,179,96,1,27,370
56,286,172,97,1,36,408
57,348,166,134,2,28,322
58,289,173,122,0,27,389
59,289,159,137,1,28,386
60,305,159,127,2,22,385
61,316,160,136,5,24,359
62,276,175,134,4,29,382
63,308,146,124,5,32,385
64,311,167,148,3,30,341
65,284,160,125,10,29,392
66,322,152,149,5,32,340
67,293,148,150,6,24,379
68,310,160,139,7,32,352
69,265,161,137,11,33,393
70,273,173,174,9,30,341
71,316,142,146,9,36,351
72,276,160,146,10,31,377
73,318,140,145,11,34,352
74,288,140,152,11,39,370
75,277,168,174,14,33,334
76,296,152,134,12,42,364
77,317,144,127,11,45,356
78,308,140,159,11,41,341
79,275,158,134,17,48,368
80,311,162,139,16,42,330
81,269,153,141,13,61,363
82,297,158,140,20,66,319
83,277,149,152,10,86,326
84,285,144,134,18,75,344
85,287,148,140,9,109,307
86,266,146,157,12,102,317
87,293,162,151,15,107,272
88,292,149,138,18,98,305
89,269,145,129,18,112,327
90,294,162,111,14,132,287
91,270,155,119,13,145,298
92,284,161,92,20,150,293
93,278,136,114,12,164,296
94,286,171,120,19,165,239
95,291,141,91,18,186,273
96,306,148,112,16,190,228
97,270,154,97,17,197,265
98,306,151,106,15,214,208
99,272,155,96,17,197,263
