,Route0,Route1,Route2,Route3,Route4,Route5
0,62,43,99,73,608,115
1,414,384,50,36,54,62
2,595,73,53,28,74,177
3,249,66,60,49,62,514
4,663,117,51,41,37,91
5,91,73,65,34,69,668
6,623,177,39,24,37,100
7,458,209,46,33,76,178
8,499,136,81,40,81,163
9,328,159,69,43,102,299
10,469,166,76,47,85,157
11,89,61,86,44,105,615
12,533,270,49,27,49,72
13,191,91,258,25,95,340
14,622,137,30,93,46,72
15,104,57,300,66,101,372
16,629,135,39,69,51,77
17,89,69,114,41,147,540
18,581,255,22,26,46,70
19,111,78,205,30,257,319
20,587,224,31,32,57,69
21,112,101,100,40,197,450
22,576,242,28,25,56,73
23,97,84,138,32,308,341
24,556,253,24,11,70,86
25,174,100,109,41,211,365
26,545,262,24,26,66,77
27,102,83,110,39,271,395
28,577,243,17,22,64,77
29,133,76,156,32,280,323
30,585,234,16,22,59,84
31,116,87,107,46,250,394
32,549,289,13,15,62,72
33,121,88,92,32,299,368
34,585,261,14,17,52,71
35,119,82,94,27,295,383
36,562,275,13,19,56,75
37,93,94,114,36,329,334
38,564,256,17,17,73,73
39,138,96,127,37,235,367
40,560,288,12,19,50,71
41,103,84,82,26,274,431
42,576,251,17,20,60,76
43,126,99,139,26,289,321
44,588,243,16,23,62,68
45,124,87,119,30,278,362
46,556,266,9,16,68,85
47,126,106,122,33,261,352
48,569,261,19,15,63,73
49,113,83,101,31,267,405
50,574,272,15,16,44,79
51,106,86,94,25,314,375
52,544,295,20,14,55,72
53,108,93,102,24,321,352
54,554,278,18,12,67,71
55,119,106,91,28,264,392
56,576,255,14,17,56,82
57,123,89,104,30,298,356
58,550,274,13,16,59,88
59,130,103,122,32,246,367
60,565,274,15,17,48,81
61,110,77,108,31,323,351
62,559,267,19,17,71,67
63,116,105,107,23,265,384
64,581,245,11,16,65,82
65,134,91,126,37,240,372
66,567,250,25,19,56,83
67,122,92,126,38,279,343
68,586,240,18,20,59,77
69,116,89,104,37,286,368
70,562,257,16,19,55,91
71,126,81,111,38,289,355
72,548,286,18,12,61,75
73,123,96,98,27,291,365
74,564,266,14,9,57,90
75,132,99,101,39,286,343
76,560,269,17,12,61,81
77,134,63,104,22,307,370
78,527,274,18,14,87,80
79,196,93,110,33,256,312
80,571,254,23,12,67,73
81,124,88,81,34,267,406
82,568,263,10,18,74,67
83,123,81,107,30,294,365
84,563,271,15,14,60,77
85,119,85,100,37,294,365
86,572,262,13,17,68,68
87,115,75,113,22,313,362
88,556,259,19,7,78,81
89,158,105,131,42,218,346
90,565,270,19,9,55,82
91,127,91,86,25,304,367
92,557,269,10,21,77,66
93,122,109,106,25,291,347
94,571,264,17,15,64,69
95,114,85,102,26,296,377
96,563,269,11,14,70,73
97,143,88,101,18,280,370
98,550,272,15,11,66,86
99,123,98,121,32,283,343
100,565,256,20,17,74,68
101,124,94,112,29,314,327
102,564,261,32,12,58,73
103,131,77,81,38,285,388
104,555,277,20,13,60,75
105,116,98,88,29,281,388
106,568,248,20,16,65,83
107,133,69,137,24,266,371
108,549,269,11,7,74,90
109,166,108,121,38,239,328
110,554,279,18,15,57,77
111,118,99,82,24,286,391
112,568,271,12,12,70,67
113,109,99,99,24,306,363
114,571,257,19,16,62,75
115,113,86,102,39,300,360
116,588,237,15,13,74,73
117,137,85,125,37,274,342
118,584,261,12,12,68,63
119,102,97,97,22,302,380
120,569,257,12,10,76,76
121,136,95,114,30,264,361
122,562,268,14,10,60,86
123,130,99,96,30,273,372
124,551,276,12,12,66,83
125,118,98,104,24,273,383
126,569,254,19,12,81,65
127,133,95,117,27,280,348
128,576,263,22,10,54,75
129,109,89,94,33,308,367
130,546,274,19,9,69,83
131,147,100,96,32,297,328
132,533,291,21,9,69,77
133,124,86,87,24,305,374
134,582,225,16,9,71,97
135,146,104,126,54,246,324
136,564,259,18,17,65,77
137,127,79,120,29,293,352
138,564,264,17,13,70,72
139,131,87,90,40,294,358
140,552,287,13,11,60,77
141,102,100,77,24,309,388
142,544,295,14,12,63,72
143,121,99,62,22,284,412
144,593,236,14,9,68,80
145,129,84,125,19,289,354
146,555,259,17,15,69,85
147,151,83,123,35,279,329
148,564,286,14,14,59,63
149,98,83,78,18,326,397
150,563,262,14,10,67,84
151,111,97,119,31,261,381
152,569,240,24,12,71,84
153,158,92,135,40,263,312
154,556,268,24,14,70,68
155,136,77,92,42,310,343
156,572,274,14,12,68,60
157,109,87,92,19,296,397
158,559,244,24,11,82,80
159,162,109,122,50,270,287
160,586,231,21,13,80,69
161,141,76,110,27,274,372
162,555,272,12,7,72,82
163,125,97,102,27,285,364
164,569,257,21,6,73,74
165,136,98,98,36,279,353
166,551,278,21,8,70,72
167,129,93,106,31,269,372
168,544,279,19,14,61,83
169,134,90,95,26,283,372
170,561,274,15,10,74,66
171,122,98,114,30,271,365
172,605,242,16,12,62,63
173,108,89,102,22,324,355
174,556,268,13,14,83,66
175,147,90,110,22,272,359
176,582,250,8,5,64,91
177,143,98,116,24,271,348
178,554,274,13,18,67,74
179,107,94,110,28,288,373
180,547,265,17,19,65,87
181,122,94,104,32,288,360
182,567,257,16,15,71,74
183,125,92,114,42,262,365
184,555,280,10,19,60,76
185,122,100,102,24,291,361
186,563,259,14,11,84,69
187,124,78,98,36,275,389
188,564,255,14,14,78,75
189,133,97,112,35,278,345
190,564,268,13,14,61,80
191,120,92,98,29,289,372
192,552,260,12,15,76,85
193,150,107,111,38,255,339
194,552,269,20,17,62,80
195,129,92,111,32,266,370
196,563,273,16,11,63,74
197,111,107,85,25,296,376
198,551,285,12,13,64,75
199,114,91,114,30,302,349
200,547,273,14,14,82,70
201,128,101,103,32,266,370
202,585,242,14,21,72,66
203,136,92,101,29,296,346
204,557,273,12,9,70,79
205,138,74,110,23,274,381
206,577,262,12,12,62,75
207,103,83,103,24,294,393
208,552,281,14,9,68,76
209,111,94,101,20,279,395
210,564,253,18,10,70,85
211,141,94,121,29,256,359
212,568,259,14,13,70,76
213,126,97,106,30,265,376
214,586,243,16,16,67,72
215,118,84,126,26,262,384
216,571,239,20,13,81,76
217,149,98,107,51,271,324
218,577,252,12,18,70,71
219,115,79,109,22,316,359
220,561,254,17,8,83,77
221,161,92,108,50,250,339
222,559,278,21,14,57,71
223,118,78,98,27,311,368
224,548,260,15,15,81,81
225,171,84,113,41,255,336
226,562,255,12,11,74,86
227,122,85,114,27,285,367
228,541,278,15,10,76,80
229,159,98,112,30,274,327
230,590,241,14,10,75,70
231,118,85,113,26,277,381
232,563,263,11,9,83,71
233,130,96,109,37,276,352
234,566,270,16,17,58,73
235,114,93,82,28,289,394
236,562,255,15,20,74,74
237,140,100,115,32,282,331
238,555,274,14,13,67,77
239,123,87,111,29,273,377
240,533,302,18,15,57,75
241,124,96,105,19,293,363
242,574,265,10,11,57,83
243,120,92,92,29,294,373
244,567,274,10,16,72,61
245,117,77,87,17,319,383
246,549,286,15,7,69,74
247,124,89,105,22,278,382
248,553,274,13,13,60,87
249,126,100,132,27,257,358
250,590,249,16,6,73,66
251,134,99,90,34,294,349
252,566,284,12,16,66,56
253,119,85,80,15,291,410
254,554,306,8,6,64,62
255,114,93,76,13,308,396
256,546,280,10,9,75,80
257,139,79,107,24,296,355
258,565,263,14,8,81,69
259,129,97,97,37,292,348
260,565,263,9,12,72,79
261,146,84,122,27,278,343
262,583,239,19,13,74,72
263,128,99,131,32,274,336
264,577,255,22,9,73,64
265,125,79,92,33,277,394
266,525,290,12,9,62,102
267,173,91,108,27,272,329
268,583,243,20,13,68,73
269,137,99,104,34,278,348
270,561,288,11,10,58,72
271,102,101,98,23,318,358
272,572,262,16,13,72,65
273,138,89,93,26,248,406
274,568,274,17,8,64,69
275,118,94,88,28,311,361
276,555,274,14,10,75,72
277,114,105,88,27,294,372
278,544,274,12,13,83,74
279,144,91,126,24,257,358
280,568,246,18,6,78,84
281,153,105,122,31,248,341
282,584,241,22,16,56,81
283,111,97,120,32,285,355
284,553,262,16,13,75,81
285,119,109,113,44,272,343
286,576,252,17,12,68,75
287,129,74,104,35,301,357
288,560,263,18,5,83,71
289,127,92,93,33,289,366
290,571,244,10,9,85,81
291,151,84,131,40,226,368
292,568,258,17,13,58,86
293,128,91,117,39,294,331
294,572,250,16,14,78,70
295,144,86,119,29,244,378
296,575,258,13,17,61,76
297,116,81,99,29,310,365
298,543,281,16,8,77,75
299,128,92,84,31,298,367
300,567,264,21,8,67,73
301,118,90,85,26,284,397
302,558,279,8,6,66,83
303,128,98,102,31,293,348
304,571,259,18,10,70,72
305,130,84,95,26,301,364
306,538,289,14,14,76,69
307,116,96,104,24,299,361
308,560,259,16,10,77,78
309,136,93,111,34,265,361
310,547,281,16,8,75,73
311,123,94,93,26,294,370
312,554,257,17,15,87,70
313,142,96,126,38,256,342
314,559,262,12,14,82,71
315,129,86,97,38,291,359
316,552,272,9,9,75,83
317,147,92,107,34,284,336
318,574,251,10,12,81,72
319,146,97,105,36,259,357
320,551,270,12,14,87,66
321,145,105,134,22,272,322
322,559,264,15,8,78,76
323,136,92,101,30,273,368
324,544,265,14,14,73,90
325,149,107,119,36,262,327
326,599,236,18,17,60,70
327,122,74,102,33,318,351
328,541,292,18,12,83,54
329,121,92,85,21,288,393
330,548,258,12,11,82,89
331,164,96,112,43,246,339
332,561,251,20,10,70,88
333,124,98,132,35,280,331
334,582,242,14,13,83,66
335,143,71,104,31,296,355
336,548,279,14,10,76,73
337,116,91,105,28,275,385
338,550,280,21,19,61,69
339,120,79,80,28,298,395
