,Road0,Road1,Road2,Road3,Road4,Road5,Road6,Road7,Road8,Road9,Road10,Road11
0,274,104,726,170,104,650,138,76,682,242,76,758
1,890,482,110,408,482,68,384,42,92,866,42,134
2,219,101,781,118,101,130,99,651,149,200,651,800
3,850,667,150,183,667,62,168,88,77,835,88,165
4,724,589,276,135,589,137,116,139,156,705,139,295
5,722,504,278,218,504,157,177,121,198,681,121,319
6,644,425,356,219,425,156,180,200,195,605,200,395
7,460,272,540,188,272,186,147,354,227,419,354,581
8,775,496,225,279,496,139,235,86,183,731,86,269
9,236,112,764,124,112,177,97,587,204,209,587,791
10,831,528,169,303,528,88,292,81,99,820,81,180
11,702,506,298,196,506,165,169,133,192,675,133,325
12,693,432,307,261,432,179,182,128,258,614,128,386
13,585,335,415,250,335,189,156,226,283,491,226,509
14,617,347,383,270,347,175,211,208,234,558,208,442
15,533,289,467,244,289,192,165,275,271,454,275,546
16,625,372,375,253,372,181,204,194,230,576,194,424
17,537,302,463,235,302,187,142,276,280,444,276,556
18,600,339,400,261,339,187,219,213,229,558,213,442
19,519,264,481,255,264,210,148,271,317,412,271,588
20,658,410,342,248,410,205,253,137,200,663,137,337
21,470,222,530,248,222,204,145,326,307,367,326,633
22,700,465,300,235,465,168,241,132,162,706,132,294
23,440,227,560,213,227,234,147,326,300,374,326,626
24,730,391,270,339,391,134,253,136,220,644,136,356
25,453,212,547,241,212,251,146,296,346,358,296,642
26,717,458,283,259,458,143,230,140,172,688,140,312
27,469,231,531,238,231,230,130,301,338,361,301,639
28,661,403,339,258,403,175,242,164,191,645,164,355
29,437,221,563,216,221,267,143,296,340,364,296,636
30,692,433,308,259,433,152,224,156,187,657,156,343
31,430,236,570,194,236,286,140,284,340,376,284,624
32,694,422,306,272,422,146,232,160,186,654,160,346
33,455,230,545,225,230,265,148,280,342,378,280,622
34,679,408,321,271,408,147,221,174,197,629,174,371
35,479,252,521,227,252,254,153,267,328,405,267,595
36,615,373,385,242,373,184,201,201,225,574,201,426
37,449,221,551,228,221,286,167,265,347,388,265,612
38,656,410,344,246,410,170,216,174,200,626,174,374
39,452,252,548,200,252,260,138,288,322,390,288,610
40,638,374,362,264,374,170,218,192,216,592,192,408
41,464,244,536,220,244,281,146,255,355,390,255,610
42,634,376,366,258,376,198,215,168,241,591,168,409
43,465,260,535,205,260,270,148,265,327,408,265,592
44,660,412,340,248,412,169,194,171,223,606,171,394
45,455,258,545,197,258,288,135,257,350,393,257,607
46,654,400,346,254,400,178,213,168,219,613,168,387
47,448,232,552,216,232,284,140,268,360,372,268,628
48,659,392,341,267,392,175,247,166,195,639,166,361
49,429,221,571,208,221,297,163,274,342,384,274,616
50,664,394,336,270,394,182,209,154,243,603,154,397
51,471,261,529,210,261,256,147,273,319,408,273,592
52,627,374,373,253,374,187,203,186,237,577,186,423
53,468,262,532,206,262,285,152,247,339,414,247,586
54,636,373,364,263,373,197,240,167,220,613,167,387
55,443,240,557,203,240,290,147,267,346,387,267,613
56,673,386,327,287,386,164,232,163,219,618,163,382
57,478,268,522,210,268,277,159,245,328,427,245,573
58,615,342,385,273,342,193,226,192,240,568,192,432
59,463,238,537,225,238,270,175,267,320,413,267,587
60,624,365,376,259,365,216,212,160,263,577,160,423
61,475,266,525,209,266,262,151,263,320,417,263,583
62,627,396,373,231,396,196,203,177,224,599,177,401
63,429,230,571,199,230,315,151,256,363,381,256,619
64,644,382,356,262,382,196,222,160,236,604,160,396
65,459,242,541,217,242,286,163,255,340,405,255,595
66,607,355,393,252,355,203,218,190,237,573,190,427
67,493,259,507,234,259,252,152,255,334,411,255,589
68,624,370,376,254,370,212,244,164,222,614,164,386
69,451,237,549,214,237,287,128,262,373,365,262,635
70,651,390,349,261,390,193,225,156,229,615,156,385
71,440,248,560,192,248,290,144,270,338,392,270,608
72,634,385,366,249,385,176,200,190,225,585,190,415
73,475,273,525,202,273,279,162,246,319,435,246,565
74,622,374,378,248,374,191,215,187,224,589,187,411
75,469,249,531,220,249,275,156,256,339,405,256,595
76,635,365,365,270,365,199,229,166,240,594,166,406
77,496,284,504,212,284,272,181,232,303,465,232,535
78,606,355,394,251,355,202,198,192,255,553,192,447
79,453,236,547,217,236,292,156,255,353,392,255,608
80,652,392,348,260,392,184,221,164,223,613,164,387
81,446,244,554,202,244,289,142,265,349,386,265,614
82,610,390,390,220,390,208,196,182,232,586,182,414
83,492,251,508,241,251,278,176,230,343,427,230,573
84,626,388,374,238,388,204,200,170,242,588,170,412
85,491,259,509,232,259,263,164,246,331,423,246,577
86,608,341,392,267,341,209,212,183,264,553,183,447
87,476,272,524,204,272,267,175,257,296,447,257,553
88,637,383,363,254,383,192,214,171,232,597,171,403
89,484,253,516,231,253,285,146,231,370,399,231,601
90,586,328,414,258,328,227,210,187,275,538,187,462
91,488,278,512,210,278,242,164,270,288,442,270,558
92,626,359,374,267,359,191,208,183,250,567,183,433
93,447,264,553,183,264,297,145,256,335,409,256,591
94,616,336,384,280,336,201,222,183,259,558,183,442
95,499,255,501,244,255,249,185,252,308,440,252,560
96,565,343,435,222,343,217,214,218,225,557,218,443
97,517,271,483,246,271,249,155,234,340,426,234,574
98,582,333,418,249,333,216,213,202,252,546,202,454
99,489,257,511,232,257,272,165,239,339,422,239,578
