,Route0,Route1,Route2,Route3,Route4,Route5
0,104,65,105,73,577,76
1,482,352,56,32,36,42
2,101,88,30,11,119,651
3,667,163,20,5,57,88
4,589,98,37,18,119,139
5,504,141,77,36,121,121
6,425,148,71,32,124,200
7,272,103,85,44,142,354
8,496,187,92,48,91,86
9,112,54,70,43,134,587
10,528,267,36,25,63,81
11,506,147,49,22,143,133
12,432,149,112,33,146,128
13,335,110,140,46,143,226
14,347,153,117,58,117,208
15,289,110,134,55,137,275
16,372,130,123,74,107,194
17,302,84,151,58,129,276
18,339,136,125,83,104,213
19,264,93,162,55,155,271
20,410,162,86,91,114,137
21,222,90,158,55,149,326
22,465,152,83,89,79,132
23,227,84,129,63,171,326
24,391,193,146,60,74,136
25,212,92,149,54,197,296
26,458,167,92,63,80,140
27,231,82,156,48,182,301
28,403,172,86,70,105,164
29,221,94,122,49,218,296
30,433,169,90,55,97,156
31,236,89,105,51,235,284
32,422,200,72,32,114,160
33,230,101,124,47,218,280
34,408,176,95,45,102,174
35,252,116,111,37,217,267
36,373,144,98,57,127,201
37,221,90,138,77,209,265
38,410,160,86,56,114,174
39,252,94,106,44,216,288
40,374,165,99,53,117,192
41,244,98,122,48,233,255
42,376,163,95,52,146,168
43,260,94,111,54,216,265
44,412,149,99,45,124,171
45,258,80,117,55,233,257
46,400,168,86,45,133,168
47,232,98,118,42,242,268
48,392,200,67,47,128,166
49,221,109,99,54,243,274
50,394,174,96,35,147,154
51,261,96,114,51,205,273
52,374,158,95,45,142,186
53,262,101,105,51,234,247
54,373,178,85,62,135,167
55,240,96,107,51,239,267
56,386,184,103,48,116,163
57,268,112,98,47,230,245
58,342,176,97,50,143,192
59,238,106,119,69,201,267
60,365,167,92,45,171,160
61,266,104,105,47,215,263
62,396,142,89,61,135,177
63,230,94,105,57,258,256
64,382,171,91,51,145,160
65,242,103,114,60,226,255
66,355,166,86,52,151,190
67,259,105,129,47,205,255
68,370,171,83,73,139,164
69,237,76,138,52,235,262
70,390,168,93,57,136,156
71,248,91,101,53,237,270
72,385,163,86,37,139,190
73,273,94,108,68,211,246
74,374,160,88,55,136,187
75,249,100,120,56,219,256
76,365,176,94,53,146,166
77,284,110,102,71,201,232
78,355,145,106,53,149,192
79,236,98,119,58,234,255
80,392,168,92,53,131,164
81,244,94,108,48,241,265
82,390,158,62,38,170,182
83,251,105,136,71,207,230
84,388,146,92,54,150,170
85,259,105,127,59,204,246
86,341,160,107,52,157,183
87,272,103,101,72,195,257
88,383,158,96,56,136,171
89,253,93,138,53,232,231
90,328,157,101,53,174,187
91,278,105,105,59,183,270
92,359,147,120,61,130,183
93,264,85,98,60,237,256
94,336,187,93,35,166,183
95,255,125,119,60,189,252
96,343,148,74,66,151,218
97,271,101,145,54,195,234
98,333,139,110,74,142,202
99,257,95,137,70,202,239
